ID;RS_ID;time;insect_log;imLx_drone; imLy_drone; disparity_drone; imLx_pred_drone; imLy_pred_drone; n_frames_lost_drone; n_frames_tracking_drone; foundL_drone; posX_drone; posY_drone; posZ_drone; sposX_drone; sposY_drone; sposZ_drone; svelX_drone; svelY_drone; svelZ_drone; saccX_drone; saccY_drone; saccZ_drone; imLx_insect; imLy_insect; disparity_insect; imLx_pred_insect; imLy_pred_insect; n_frames_lost_insect; n_frames_tracking_insect; foundL_insect; posX_insect; posY_insect; posZ_insect; sposX_insect; sposY_insect; sposZ_insect; svelX_insect; svelY_insect; svelZ_insect; saccX_insect; saccY_insect; saccZ_insect; valid; posErrX; posErrY; posErrZ; velX; velY; velZ; accX; accY; accZ; hoverthrottle; autoThrottle; autoRoll; autoPitch; autoYaw; joyThrottle; joyRoll; joyPitch; joyYaw; joyArmSwitch; joyModeSwitch; joyTakeoffSwitch; dt; dx; dy; dz; velx_sp; vely_sp; velz_sp;
638;639;2019/09/06 18:52:54;0;280;0;16.6066;278.881;-13.3904;6;0;1;0.4226;-0.115133;-1.4813;0.334507;-0.265436;-1.55641;2.55606;4.27405;2.46759;10.8829;10.9832;9.51989;404;91.5;9.83859;403.138;92.1204;0;82;1;0.0969514;-0.541767;-2.21756;0.0885912;-0.548008;-2.17966;0.407393;0.368524;0.0380284;2.83238;1.23509;2.69449;1;0.20939;0.526331;0.652762;0.125117;-0.791767;-2.20917;24.3907;78.9358;24.3907;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;0.418779;0.68423;1.1097; 
639;640;2019/09/06 18:52:54;0;280;0;16.6066;274.116;-20.6312;7;0;1;0.4226;-0.115133;-1.4813;0.334507;-0.265436;-1.55641;2.55606;4.27405;2.46759;10.8829;10.9832;9.51989;403.5;90;10.0142;402.527;90.6173;0;83;1;0.0977423;-0.526003;-2.18274;0.0913365;-0.541407;-2.18059;0.380901;0.361944;-0.0306463;2.13849;1.06375;1.86004;1;0.209442;0.510567;0.62378;0.125065;-0.776003;-2.18019;24.6434;78.6095;24.6434;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;0.418883;0.663738;1.06043; 
640;641;2019/09/06 18:52:54;0;280;0;16.6066;269.351;-27.8725;8;0;1;0.4226;-0.115133;-1.4813;0.334507;-0.265436;-1.55641;2.55606;4.27405;2.46759;10.8829;10.9832;9.51989;403.333;88.6667;10.0633;402.062;89.1388;0;84;1;0.098092;-0.5179;-2.17571;0.0933631;-0.534355;-2.17912;0.339436;0.360255;-0.070964;1.31418;0.856193;1.02579;1;0.210669;0.502464;0.621367;0.123838;-0.7679;-2.17778;25.0606;78.4418;25.0606;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;0.421337;0.653203;1.05632; 
641;642;2019/09/06 18:52:54;0;280;0;16.6066;264.585;-35.1134;9;0;1;0.4226;-0.115133;-1.4813;0.334507;-0.265436;-1.55641;2.55606;4.27405;2.46759;10.8829;10.9832;9.51989;405;87;9.93744;402.289;87.5732;0;85;1;0.0909657;-0.517451;-2.20784;0.0926439;-0.529283;-2.18774;0.281373;0.345835;-0.15605;0.382165;0.556908;-0.0747997;1;0.220447;0.502015;0.656258;0.11406;-0.767451;-2.21267;25.798;78.4325;25.798;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;0.440894;0.652619;1.11564; 
642;643;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405;85;10.0944;402.484;85.8391;0;86;1;0.0895511;-0.501123;-2.17891;0.0917161;-0.520835;-2.18509;0.213409;0.345913;-0.205552;-0.589375;0.263979;-1.20763;0;-0.157934;0.751123;1.5;0.157934;-0.751123;-2.21684;-5.02812;15.5452;-5.02812;696.902;715;970;1336;1024;863;1024;1024;1024;1;3;0;0;0;0;0;-0.315867;0.976459;2.55; 
643;644;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;406.333;84.3333;9.87471;403.08;84.4099;0;87;1;0.0848058;-0.50945;-2.22923;0.089643;-0.51742;-2.19833;0.14655;0.340357;-0.26271;-1.45969;-0.0182906;-2.27677;0;-0.137481;0.75945;1.5;0.137481;-0.75945;-2.27997;-4.00438;15.7176;-4.00438;696.902;746;993;1355;1024;863;1024;1024;1024;1;3;0;0;0;0;0;-0.274963;0.987285;2.55; 
644;645;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408;83;9.88737;404.071;82.9902;0;88;1;0.0762858;-0.503161;-2.23005;0.0856358;-0.513142;-2.20785;0.0761308;0.343422;-0.270155;-2.19842;-0.111198;-2.59652;0;-0.112487;0.753161;1.5;0.112487;-0.753161;-2.29494;-2.86049;15.5874;-2.86049;696.902;755;1015;1359;1024;863;1024;1024;1024;1;3;0;0;0;0;0;-0.224974;0.97911;2.55; 
645;646;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;82;9.89535;405.134;81.6848;0;89;1;0.0711816;-0.498532;-2.23101;0.0812996;-0.508759;-2.2148;0.00560473;0.336404;-0.298672;-2.81747;-0.168694;-2.62804;0;-0.0898885;0.748532;1.5;0.0898885;-0.748532;-2.29739;-1.76113;15.4916;-1.76113;696.902;763;1034;1363;1024;863;1024;1024;1024;1;3;0;0;0;0;0;-0.179777;0.973091;2.55; 
646;647;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;410;81;9.75859;406.245;80.463;0;90;1;0.0670657;-0.501235;-2.26506;0.0770294;-0.506502;-2.22988;-0.0618516;0.313049;-0.381836;-3.29267;-0.289694;-2.81802;0;-0.0684694;0.751235;1.5;0.0684694;-0.751235;-2.33986;-0.713327;15.5476;-0.713327;696.902;767;1052;1365;1024;863;1024;1024;1024;1;3;0;0;0;0;0;-0.136939;0.976605;2.55; 
647;648;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;411.6;79.2;9.83241;407.579;79.0473;0;91;1;0.0584421;-0.48982;-2.25305;0.0714532;-0.501497;-2.23683;-0.121717;0.298769;-0.425091;-3.58499;-0.361731;-2.76499;0;-0.0426938;0.73982;1.5;0.0426938;-0.73982;-2.35027;0.345133;15.3113;0.345133;696.902;770;1069;1365;1024;863;1024;1024;1024;1;3;0;0;0;0;0;-0.0853877;0.961766;2.55; 
648;649;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;413;78;9.71859;409.009;77.6828;0;92;1;0.0519384;-0.490396;-2.2828;0.0655988;-0.498167;-2.25062;-0.177307;0.269768;-0.516688;-3.71097;-0.521056;-2.90124;0;-0.0201138;0.740396;1.5;0.0201138;-0.740396;-2.39395;1.30225;15.3232;1.30225;696.902;770;1082;1365;1024;888;1024;1024;1024;1;3;0;0;0;0;0;-0.0402277;0.962514;2.55; 
649;650;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;413.333;77.3333;9.87985;410.165;76.5263;0;93;1;0.049407;-0.479571;-2.24738;0.0607412;-0.492588;-2.24965;-0.221778;0.261004;-0.5149;-3.69718;-0.629462;-2.74764;0;-0.00251777;0.729571;1.5;0.00251777;-0.729571;-2.38402;2.05905;15.0992;2.05905;696.902;772;1091;1365;1024;888;1024;1024;1024;1;3;0;0;0;0;0;-0.00503554;0.948443;2.55; 
650;651;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;415;77;9.78686;411.544;75.6276;0;94;1;0.0413788;-0.482704;-2.26966;0.0549325;-0.489623;-2.25565;-0.255654;0.250506;-0.499809;-3.543;-0.748657;-2.56551;0;0.0180474;0.732704;1.5;-0.0180474;-0.732704;-2.40763;2.77161;15.164;2.77161;696.902;771;1097;1365;1024;913;1024;1024;1024;1;3;0;0;0;0;0;0.0360947;0.952515;2.55; 
651;652;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416;75;9.67692;412.869;74.3841;0;95;1;0.0366923;-0.479549;-2.30108;0.0494604;-0.486601;-2.26928;-0.280514;0.238773;-0.517429;-3.26816;-0.838997;-2.41272;0;0.0326889;0.729549;1.5;-0.0326889;-0.729549;-2.43672;3.28597;15.0988;3.28597;696.902;772;1100;1365;1024;913;1024;1024;1024;1;3;0;0;0;0;0;0.0653779;0.948414;2.55; 
652;653;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416;74;9.85392;413.834;73.2096;0;96;1;0.0360332;-0.466694;-2.26251;0.0454323;-0.480629;-2.26725;-0.294464;0.246565;-0.459684;-2.88963;-0.768841;-1.75845;0;0.0393507;0.716694;1.5;-0.0393507;-0.716694;-2.40157;3.54507;14.8327;3.54507;696.902;775;1099;1365;1024;939;1024;1024;1024;1;3;0;0;0;0;0;0.0787014;0.931702;2.55; 
653;654;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417;73;9.81709;414.853;72.0854;0;97;1;0.0310854;-0.464187;-2.27378;0.0411282;-0.475696;-2.26921;-0.297755;0.250953;-0.405101;-2.43663;-0.652218;-0.975258;0;0.0475187;0.714187;1.5;-0.0475187;-0.714187;-2.39649;3.73153;14.7808;3.73153;696.902;753;1096;1354;1024;939;1024;1024;1024;1;3;0;0;0;0;0;0.0950375;0.928443;2.55; 
654;655;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417;73;9.94293;415.592;71.3169;0;98;1;0.030692;-0.458312;-2.245;0.0379974;-0.470481;-2.26195;-0.288855;0.26111;-0.288288;-1.90735;-0.425897;0.326762;0;0.0469332;0.708312;1.5;-0.0469332;-0.708312;-2.35061;3.63585;14.6592;3.63585;696.902;710;1088;1326;1024;947;1024;1024;1024;1;3;0;0;0;0;0;0.0938663;0.920806;2.55; 
655;656;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418;71.5;9.95872;416.443;70.3278;0;99;1;0.0256327;-0.45129;-2.24555;0.034288;-0.464724;-2.25703;-0.278931;0.267918;-0.202436;-1.3726;-0.227932;1.44361;0;0.0478205;0.70129;1.5;-0.0478205;-0.70129;-2.31886;3.55843;14.5139;3.55843;696.902;683;1081;1303;1024;947;1024;1024;1024;1;3;0;0;0;0;0;0.095641;0.911677;2.55; 
656;657;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419;71;9.81186;417.376;69.4972;0;100;1;0.0209307;-0.455914;-2.28055;0.0302808;-0.462081;-2.26408;-0.265784;0.270716;-0.15512;-0.864004;-0.056068;2.24238;0;0.049902;0.705914;1.5;-0.049902;-0.705914;-2.33195;3.47308;14.6096;3.47308;696.902;667;1075;1289;1024;947;1024;1024;1024;1;3;0;0;0;0;0;0.099804;0.917689;2.55; 
657;658;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419;69;9.99193;418.046;68.303;0;101;1;0.0205535;-0.439332;-2.2449;0.0273626;-0.455256;-2.25833;-0.247699;0.287577;-0.0493458;-0.387383;0.161214;3.21431;0;0.0452231;0.689332;1.5;-0.0452231;-0.689332;-2.28329;3.21238;14.2664;3.21238;696.902;651;1066;1266;1024;947;1024;1024;1024;1;3;0;0;0;0;0;0.0904462;0.896132;2.55; 
658;659;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420;68.5;9.67934;418.845;67.3233;0;102;1;0.016062;-0.451361;-2.31881;0.0239724;-0.454088;-2.27647;-0.2343;0.278514;-0.0664295;0.00778082;0.22429;3.4987;0;0.0463283;0.701361;1.5;-0.0463283;-0.701361;-2.33124;3.10609;14.5154;3.10609;696.902;647;1060;1264;1024;947;1024;1024;1024;1;3;0;0;0;0;0;0.0926565;0.911769;2.55; 
659;660;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421;67;9.73415;419.734;66.1804;0;103;1;0.0108453;-0.442379;-2.30995;0.0200343;-0.450575;-2.28652;-0.2248;0.267408;-0.108962;0.295948;0.200273;3.28159;0;0.0477777;0.692379;1.5;-0.0477777;-0.692379;-2.32657;3.04338;14.3295;3.04338;696.902;655;1055;1271;1024;947;1024;1024;1024;1;3;0;0;0;0;0;0.0955553;0.900092;2.55; 
660;661;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420;66.5;9.72075;420.051;65.238;0;104;1;0.0159935;-0.440839;-2.31454;0.018822;-0.447654;-2.29492;-0.21144;0.251585;-0.19704;0.486657;0.0821311;2.33327;0;0.0404431;0.690839;1.5;-0.0404431;-0.690839;-2.3419;2.7771;14.2976;2.7771;696.902;674;1050;1292;1024;947;1024;1024;1024;1;3;0;0;0;0;0;0.0808861;0.89809;2.55; 
661;662;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421;65;9.66047;420.59;64.1223;0;105;1;0.010928;-0.437099;-2.33321;0.0164538;-0.444488;-2.30641;-0.198069;0.231746;-0.315396;0.614846;-0.0951443;0.948956;0;0.043084;0.687099;1.5;-0.043084;-0.687099;-2.38355;2.70025;14.2202;2.70025;696.902;709;1048;1322;1024;947;1024;1024;1024;1;3;0;0;0;0;0;0.086168;0.893229;2.55; 
662;663;2019/09/06 18:52:54;0;280;0;16.6066;-1;-1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421;65;9.57326;420.97;63.3591;0;106;1;0.0110275;-0.441081;-2.35447;0.0148259;-0.443466;-2.32083;-0.180547;0.213371;-0.415801;0.709226;-0.286043;-0.471428;0;0.0411225;0.691081;1.5;-0.0411225;-0.691081;-2.43751;2.49652;14.3026;2.49652;696.902;749;1044;1349;1024;947;1024;1024;1024;1;3;0;0;0;0;0;0.082245;0.898405;2.55; 
663;664;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419.6;64.8;9.58612;420.788;62.7878;0;107;1;0.0183003;-0.439618;-2.35188;0.0158682;-0.442311;-2.33014;-0.154221;0.179707;-0.536209;0.798758;-0.602307;-2.22672;0;0.0301779;0.689618;1.5;-0.0301779;-0.689618;-2.46353;2.03848;14.2723;2.03848;696.902;780;1037;1365;1024;922;1024;1024;1024;1;3;0;0;0;0;0;0.0603557;0.896503;2.55; 
664;665;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419;65;9.66701;420.453;62.4826;0;108;1;0.0212443;-0.436804;-2.33164;0.0174811;-0.440659;-2.33059;-0.11845;0.16144;-0.5378;0.941803;-0.828818;-3.21804;0;0.0209448;0.686804;1.5;-0.0209448;-0.686804;-2.47832;1.52322;14.2141;1.52322;696.902;782;1030;1365;1024;922;1024;1024;1024;1;3;0;0;0;0;0;0.0418895;0.892845;2.55; 
665;666;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418.667;64.6667;9.61526;420.094;62.1993;0;109;1;0.0230886;-0.437705;-2.34513;0.0191633;-0.439773;-2.33495;-0.0745472;0.139993;-0.516066;1.16499;-1.00601;-3.55623;0;0.00943298;0.687705;1.5;-0.00943298;-0.687705;-2.49279;0.887425;14.2327;0.887425;696.902;782;1021;1365;1024;896;1024;1024;1024;1;3;0;0;0;0;0;0.018866;0.894017;2.55; 
666;667;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419;64;9.56247;419.931;61.824;0;110;1;0.0214766;-0.437208;-2.35998;0.0198573;-0.439003;-2.34246;-0.040595;0.118534;-0.499434;1.38111;-1.13483;-3.34109;0;-0.0010427;0.687208;1.5;0.0010427;-0.687208;-2.50143;0.365841;14.2225;0.365841;696.902;782;1012;1365;1024;896;1024;1024;1024;1;3;0;0;0;0;0;-0.0020854;0.893371;2.55; 
667;668;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418;63;9.55322;419.486;61.2745;0;111;1;0.0267207;-0.433256;-2.36511;0.0219163;-0.437279;-2.34926;-0.00254733;0.0999011;-0.470726;1.60931;-1.2073;-2.62483;0;-0.0156318;0.683256;1.5;0.0156318;-0.683256;-2.50154;-0.272805;14.1407;-0.272805;696.902;782;1002;1365;1024;896;1024;1024;1024;1;3;0;0;0;0;0;-0.0312636;0.888233;2.55; 
668;669;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417.6;62.8;9.59207;419.028;60.8529;0;112;1;0.0286933;-0.43063;-2.3561;0.0239494;-0.435284;-2.35131;0.0348982;0.0926054;-0.404141;1.82578;-1.20655;-1.52834;0;-0.0280055;0.68063;1.5;0.0280055;-0.68063;-2.4832;-0.863638;14.0863;-0.863638;696.902;775;991;1361;1024;863;1024;1024;1024;1;3;0;0;0;0;0;-0.0560111;0.884819;2.55; 
669;670;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417;62;9.63838;418.499;60.3318;0;113;1;0.0316618;-0.425091;-2.34704;0.0262631;-0.432226;-2.35003;0.0624418;0.0958283;-0.321887;1.96052;-1.05883;-0.0612947;0;-0.0408907;0.675091;1.5;0.0408907;-0.675091;-2.45392;-1.37012;13.9717;-1.37012;696.902;729;984;1334;1024;863;1024;1024;1024;1;3;0;0;0;0;0;-0.0817814;0.877618;2.55; 
670;671;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417;61;9.70971;418.11;59.6739;0;114;1;0.0314292;-0.417664;-2.33261;0.027813;-0.427858;-2.34481;0.0787163;0.108608;-0.249881;1.96352;-0.846237;1.11277;0;-0.0475129;0.667664;1.5;0.0475129;-0.667664;-2.41552;-1.65055;13.818;-1.65055;696.902;701;980;1313;1024;863;1024;1024;1024;1;3;0;0;0;0;0;-0.0950258;0.867963;2.55; 
671;672;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417;61;9.55493;417.825;59.2352;0;115;1;0.0319383;-0.42443;-2.3704;0.0290506;-0.426829;-2.35248;0.0867059;0.116844;-0.219919;1.82194;-0.600167;1.85006;0;-0.0521945;0.67443;1.5;0.0521945;-0.67443;-2.4347;-1.8154;13.958;-1.8154;696.902;685;980;1300;1024;846;1024;1024;1024;1;3;0;0;0;0;0;-0.104389;0.876758;2.55; 
672;673;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417.2;59.6;9.58642;417.678;58.5082;0;116;1;0.0307923;-0.416931;-2.36659;0.0295731;-0.42386;-2.35672;0.0908151;0.130569;-0.188869;1.61783;-0.312052;2.35001;0;-0.0529137;0.666931;1.5;0.0529137;-0.666931;-2.4227;-1.8681;13.8028;-1.8681;696.902;677;982;1291;1024;812;1024;1024;1024;1;3;0;0;0;0;0;-0.105827;0.867011;2.55; 
673;674;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418.667;59.3333;9.72923;418.038;57.9332;0;117;1;0.0228181;-0.409666;-2.3326;0.0275466;-0.419602;-2.34948;0.0769687;0.148921;-0.114219;1.28818;0.00848751;2.8334;0;-0.0455005;0.659666;1.5;0.0455005;-0.659666;-2.37977;-1.59571;13.6524;-1.59571;696.902;666;989;1277;1024;812;1024;1024;1024;1;3;0;0;0;0;0;-0.091001;0.857565;2.55; 
674;675;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419;59;9.53374;418.403;57.4468;0;118;1;0.0215413;-0.416605;-2.38138;0.025745;-0.418703;-2.35905;0.0533503;0.155558;-0.0994391;0.846578;0.256437;2.9166;0;-0.0408073;0.666605;1.5;0.0408073;-0.666605;-2.40997;-1.28217;13.7961;-1.28217;696.902;663;998;1275;1024;761;1024;1024;1024;1;3;0;0;0;0;0;-0.0816147;0.866586;2.55; 
675;676;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421;58;9.53844;419.303;56.8114;0;119;1;0.0110678;-0.412017;-2.38307;0.0213418;-0.416697;-2.36626;0.0123613;0.155338;-0.124445;0.307995;0.391462;2.53827;0;-0.0243426;0.662017;1.5;0.0243426;-0.662017;-2.40781;-0.579942;13.7011;-0.579942;696.902;670;1013;1282;1024;719;1024;1024;1024;1;1;0;0;0;0;0;-0.0486852;0.860622;2.55; 
676;677;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421;57;9.52789;419.952;56.0673;0;120;1;0.01108;-0.408086;-2.38857;0.0182633;-0.414114;-2.37295;-0.0307114;0.148077;-0.187035;-0.252107;0.392463;1.77388;0;-0.0141714;0.658086;1.5;0.0141714;-0.658086;-2.41969;0.0225025;13.6198;0.0225025;696.902;686;1025;1298;1024;618;1024;1024;1024;1;1;0;0;0;0;0;-0.0283427;0.855512;2.55; 
677;678;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422.667;56.6667;9.6579;420.949;55.457;0;121;1;0.00231973;-0.401151;-2.35735;0.0134802;-0.410225;-2.36827;-0.0805934;0.155142;-0.175256;-0.819227;0.388387;1.24265;0;0.0053848;0.651151;1.5;-0.0053848;-0.651151;-2.40428;0.867948;13.4762;0.867948;696.902;693;1042;1303;1024;592;1024;1024;1024;1;1;0;0;0;0;0;0.0107696;0.846496;2.55; 
678;679;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;424.667;55.3333;9.59932;422.304;54.6243;0;122;1;-0.00806263;-0.397793;-2.37553;0.00701737;-0.406495;-2.37045;-0.138413;0.162416;-0.159978;-1.40676;0.360185;0.860941;0;0.0284439;0.647793;1.5;-0.0284439;-0.647793;-2.41985;1.85535;13.4067;1.85535;696.902;697;1062;1306;1024;592;1024;1024;1024;1;1;0;0;0;0;0;0.0568877;0.842131;2.55; 
679;680;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425.333;54.6667;9.55469;423.492;53.8429;0;123;1;-0.0115821;-0.396735;-2.38852;0.00143753;-0.403567;-2.37587;-0.187291;0.161469;-0.201349;-1.89914;0.266212;0.168687;0;0.0469341;0.646735;1.5;-0.0469341;-0.646735;-2.42938;2.67102;13.3848;2.67102;696.902;228;1062;1306;1024;559;1024;1024;1024;1;0;0;0;0;0;0;0.0938682;0.840755;2.55; 
680;681;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427;53;9.50792;424.874;52.7794;0;124;1;-0.0203861;-0.39136;-2.40505;-0.00510955;-0.399905;-2.38463;-0.235561;0.171931;-0.222908;-2.29296;0.225099;-0.391733;0;0.0693058;0.64136;1.5;-0.0693058;-0.64136;-2.45764;3.55464;13.2736;3.55464;696.902;228;1062;1306;1024;508;1024;1024;1024;1;0;0;0;0;0;0;0.138612;0.833767;2.55; 
681;682;2019/09/06 18:52:54;0;-1;-1;-1;-1;-1;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;53;9.58394;426.183;52.0437;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;0;0.0693058;0.64136;1.5;-0.0693058;-0.64136;-2.45764;3.55464;13.2736;3.55464;696.902;228;1062;1306;1024;449;1024;1024;1024;1;0;0;0;0;0;0;0.138612;0.833767;2.55; 
682;683;2019/09/06 18:52:54;0;429;51;9.51302;429;51;0;1;1;-0.030866;-0.382362;-2.40949;-0.030866;-0.382362;-2.40949;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;1;0.0384399;0.258997;0.0481524;-0.0693058;-0.64136;-2.45764;2.96818;5.36021;2.96818;696.902;228;1062;1306;1024;440;1024;1024;1024;1;0;0;0.834869;0;0;0;0.0768798;0.336697;0.0818592; 
683;684;2019/09/06 18:52:54;0;430.25;50.25;9.54162;429.114;50.9318;0;2;1;-0.0373106;-0.377931;-2.40441;-0.0327993;-0.381033;-2.40797;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;1;0.0365065;0.260327;0.0496759;-0.0693058;-0.64136;-2.45764;2.93145;5.38772;2.93145;696.902;228;1062;1306;1024;381;1024;1024;1024;1;0;0;0.0166968;0;0;0;0.073013;0.338425;0.0844491; 
684;685;2019/09/06 18:52:54;0;430.667;49.7778;9.60353;429.363;50.7463;0;3;1;-0.039235;-0.373439;-2.39025;-0.03473;-0.378754;-2.40265;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;1;0.0345758;0.262605;0.0549908;-0.0693058;-0.64136;-2.45764;2.89477;5.43487;2.89477;696.902;228;1062;1306;1024;297;1024;1024;1024;1;0;0;0.0166978;0;0;0;0.0691516;0.341386;0.0934843; 
685;686;2019/09/06 18:52:54;0;431;49;9.56856;429.704;50.3829;0;4;1;-0.0411167;-0.371406;-2.4012;-0.036646;-0.37655;-2.40222;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;1;0.0326598;0.26481;0.0554256;-0.0693058;-0.64136;-2.45764;2.85836;5.4805;2.85836;696.902;228;1062;1306;1024;229;1024;1024;1024;1;0;0;0.0166968;0;0;0;0.0653196;0.344252;0.0942236; 
686;687;2019/09/06 18:52:54;0;432;49;9.52335;430.25;50.0532;0;5;1;-0.0465517;-0.37317;-2.4126;-0.0396177;-0.375536;-2.40533;0;0;0;0;0;0;428;53;9.58394;428.865;52.2469;0;125;1;-0.025431;-0.388255;-2.38598;-0.011206;-0.39641;-2.38503;-0.271283;0.184154;-0.208698;-2.50821;0.250105;-0.571415;1;0.0296881;0.265824;0.05231;-0.0693058;-0.64136;-2.45764;2.8019;5.50149;2.8019;696.902;228;1062;1306;1024;204;1024;1024;1024;1;0;0;0.0166978;0;0;0;0.0593762;0.345571;0.088927; 
