ID;RS_ID;time;insect_log;imLx_drone; imLy_drone; disparity_drone; imLx_pred_drone; imLy_pred_drone; n_frames_lost_drone; n_frames_tracking_drone; foundL_drone; posX_drone; posY_drone; posZ_drone; sposX_drone; sposY_drone; sposZ_drone; svelX_drone; svelY_drone; svelZ_drone; saccX_drone; saccY_drone; saccZ_drone; imLx_insect; imLy_insect; disparity_insect; imLx_pred_insect; imLy_pred_insect; n_frames_lost_insect; n_frames_tracking_insect; foundL_insect; posX_insect; posY_insect; posZ_insect; sposX_insect; sposY_insect; sposZ_insect; svelX_insect; svelY_insect; svelZ_insect; saccX_insect; saccY_insect; saccZ_insect; valid; posErrX; posErrY; posErrZ; velX; velY; velZ; accX; accY; accZ; hoverthrottle; autoThrottle; autoRoll; autoPitch; autoYaw; joyThrottle; joyRoll; joyPitch; joyYaw; joyArmSwitch; joyModeSwitch; joyTakeoffSwitch; dt; dx; dy; dz; velx_sp; vely_sp; velz_sp;
597;598;2019/09/06 18:52:53;0;422.125;290.375;8.30305;414.351;300.495;0;8;1;0.00595351;-1.6431;-1.9748;0.0452159;-1.68242;-1.94292;-0.743517;0.837907;-0.512628;-2.96859;3.34546;-2.04674;428.571;136;10.3962;430.634;140.798;0;41;1;-0.0261868;-0.691618;-1.98194;-0.0504108;-0.692416;-1.97783;0.615618;-0.105963;0.0715796;3.05704;1.92602;-0.539903;1;0.00232467;-0.740803;0.0277832;0.0428913;-0.941618;-1.9707;-12.8676;-1.99218;-12.8676;696.902;650;847;888;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;0.00464935;-0.963045;0.0472314; 
598;599;2019/09/06 18:52:53;0;425;286;8.35574;417.393;296.358;0;9;1;-0.0112533;-1.61085;-1.97662;0.0282752;-1.66095;-1.95303;-0.803884;0.917062;-0.541414;-4.99077;5.66877;-3.38971;426;135;10.3557;428.125;140.145;0;42;1;-0.0138986;-0.690288;-1.99233;-0.0394572;-0.691778;-1.98218;0.638162;-0.0588659;0.0651726;3.03031;2.1443;-0.326247;1;-0.029307;-0.720662;0.0309881;0.0575822;-0.940288;-1.98402;-14.2563;-0.315203;-14.2563;696.902;650;847;888;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;-0.058614;-0.936861;0.0526798; 
599;600;2019/09/06 18:52:53;0;428.194;282.323;8.32046;420.554;292.248;0;10;1;-0.0304534;-1.59921;-1.99705;0.0106566;-1.64243;-1.96624;-0.864064;0.988047;-0.579625;-6.44436;7.34617;-4.34806;424;134.571;10.4971;425.715;139.484;0;43;1;-0.00420398;-0.679281;-1.9666;-0.0288812;-0.688029;-1.9775;0.654572;-0.00496722;0.0877331;2.83544;2.37683;-0.0481444;1;-0.0594324;-0.713147;-0.00722528;0.070089;-0.929281;-1.95901;-15.5563;0.970423;-15.5563;696.902;650;847;888;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;-0.118865;-0.927091;-0.012283; 
600;601;2019/09/06 18:52:53;0;431;278;8.34325;423.689;287.979;0;11;1;-0.0471552;-1.57318;-2.00572;-0.00668695;-1.62165;-1.97808;-0.915465;1.05033;-0.614004;-7.52172;8.60127;-5.06032;422.25;133.75;10.4731;423.459;138.696;0;44;1;0.00412437;-0.677565;-1.97326;-0.0189795;-0.684889;-1.97623;0.65966;0.0412318;0.0943184;2.49035;2.52638;0.0635346;1;-0.0853877;-0.69409;-0.0148177;0.0787007;-0.927565;-1.96326;-16.5861;2.35632;-16.5861;696.902;650;847;888;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;-0.170775;-0.902317;-0.0251901; 
601;602;2019/09/06 18:52:53;0;434;274;8.38209;426.862;283.683;0;12;1;-0.0647962;-1.54595;-2.00943;-0.0241197;-1.59894;-1.98748;-0.956697;1.10605;-0.64034;-8.33278;9.57683;-5.59284;421.2;132.4;10.4015;421.538;137.651;0;45;1;0.00918995;-0.676803;-1.99038;-0.0105287;-0.682463;-1.98047;0.644386;0.0727573;0.0568985;1.96426;2.56705;-0.0782794;1;-0.106446;-0.67214;-0.00756657;0.0823267;-0.926803;-1.97992;-17.2328;3.69775;-17.2328;696.902;650;847;888;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;-0.212893;-0.873782;-0.0128632; 
602;603;2019/09/06 18:52:53;0;436.914;269.829;8.35697;430.039;279.316;0;13;1;-0.0823922;-1.52973;-2.02908;-0.0416015;-1.57818;-1.99996;-0.987831;1.14712;-0.666518;-8.94372;10.3261;-6.01687;420;131;10.3836;419.815;136.407;0;46;1;0.0149726;-0.672335;-1.99748;-0.00287829;-0.679425;-1.98558;0.617862;0.0968881;-0.00383184;1.32839;2.50023;-0.439283;1;-0.126916;-0.655845;-0.00868976;0.085315;-0.922335;-1.99127;-17.6655;4.68881;-17.6655;696.902;650;847;888;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;-0.253833;-0.852598;-0.0147726; 
603;604;2019/09/06 18:52:53;0;440.057;265.543;8.38879;433.288;274.86;0;14;1;-0.100775;-1.50258;-2.03531;-0.0593534;-1.5555;-2.01057;-1.01021;1.19503;-0.670001;-6.43102;7.62154;-4.23845;418;130.5;10.4625;417.983;135.308;0;47;1;0.0243984;-0.665263;-1.98371;0.00530472;-0.675176;-1.98502;0.593168;0.126964;-0.0309989;0.7074;2.43013;-0.673127;1;-0.149606;-0.640236;-0.0264454;0.0902531;-0.915263;-1.98412;-18.0746;5.77456;-18.0746;696.902;650;847;888;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;-0.299213;-0.832306;-0.0449572; 
604;605;2019/09/06 18:52:53;0;442.649;261.405;8.37682;436.43;270.379;0;15;1;-0.116356;-1.48408;-2.05168;-0.0764542;-1.53407;-2.0229;-1.02427;1.2236;-0.68096;-4.73853;5.7968;-3.10023;417;129;10.4039;416.391;134.001;0;48;1;0.0293322;-0.662987;-1.99882;0.012513;-0.67152;-1.98916;0.563398;0.157061;-0.0464695;0.125936;2.32019;-0.849621;1;-0.167789;-0.621085;-0.020833;0.0913352;-0.912987;-2.00207;-18.2708;6.62567;-18.2708;696.902;650;847;888;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;-0.335579;-0.807411;-0.0354161; 
605;606;2019/09/06 18:52:53;0;445.027;257.189;8.42488;439.431;265.855;0;16;1;-0.129779;-1.45469;-2.05361;-0.0924516;-1.51026;-2.03211;-1.02623;1.26186;-0.671597;-3.49061;4.5713;-2.22734;416.333;127.667;10.3619;415.08;132.599;0;49;1;0.0326615;-0.660295;-2.01043;0.0185575;-0.668152;-1.99554;0.527443;0.173595;-0.0998935;-0.432014;2.10505;-1.25889;1;-0.182132;-0.599964;-0.0169785;0.0896807;-0.910295;-2.01513;-18.2205;7.6719;-18.2205;696.902;650;847;888;1024;863;1024;1024;1024;1;3;0;0.016697;0;0;0;-0.364265;-0.779953;-0.0288635; 
606;607;2019/09/06 18:52:53;0;447.158;253.053;8.44545;442.255;261.321;0;17;1;-0.142053;-1.43068;-2.06196;-0.107332;-1.48639;-2.04107;-1.01758;1.29719;-0.654443;-2.50207;3.72843;-1.49787;415;127;10.3052;413.76;131.343;0;50;1;0.0392975;-0.661225;-2.02326;0.0247795;-0.666074;-2.00386;0.49118;0.17928;-0.170233;-0.931887;1.8142;-1.81159;1;-0.14663;-0.825161;-0.0178106;0.0392975;-0.661225;-2.02326;-16.5274;-8.80771;-16.5274;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;-0.293259;-1.07271;-0.030278; 
607;608;2019/09/06 18:52:53;0;449.35;249.35;8.45588;444.966;256.91;0;18;1;-0.154814;-1.41061;-2.07135;-0.121577;-1.46365;-2.05015;-0.999659;1.31848;-0.642877;-1.67278;3.0852;-0.908849;414.667;126.667;10.4333;412.754;130.304;0;51;1;0.0404091;-0.651766;-1.99927;0.0294684;-0.661782;-2.00248;0.454401;0.190142;-0.190004;-1.31767;1.5572;-2.07274;1;-0.161986;-0.811887;-0.0508804;0.0404091;-0.651766;-1.99927;-16.6185;-8.09517;-16.6185;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;-0.323972;-1.05545;-0.0864967; 
608;609;2019/09/06 18:52:53;0;451.317;245.561;8.47343;447.526;252.563;0;19;1;-0.166077;-1.389;-2.07925;-0.134927;-1.44126;-2.05888;-0.97241;1.33777;-0.620974;-0.942093;2.61229;-0.363467;414;125;10.3974;411.868;129;0;52;1;0.0437481;-0.647318;-2.01055;0.0337523;-0.657443;-2.0049;0.418893;0.201852;-0.191156;-1.58501;1.3534;-1.99156;1;-0.178675;-0.79394;-0.0483344;0.0437481;-0.647318;-2.01055;-16.6832;-7.34078;-16.6832;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;-0.35735;-1.03212;-0.0821684; 
609;610;2019/09/06 18:52:53;0;453.209;241.86;8.48908;449.951;248.292;0;20;1;-0.176894;-1.36822;-2.0873;-0.147517;-1.41935;-2.06741;-0.935451;1.34627;-0.599534;-0.266786;2.17121;0.0632674;414.667;123.333;10.3772;411.494;127.508;0;53;1;0.0406277;-0.641866;-2.01884;0.0358149;-0.65277;-2.00908;0.373151;0.210573;-0.210782;-1.82945;1.14586;-1.91274;1;-0.188145;-0.77748;-0.048564;0.0406277;-0.641866;-2.01884;-16.4055;-6.80937;-16.4055;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;-0.376289;-1.01072;-0.0825587; 
610;611;2019/09/06 18:52:53;0;454.667;238.615;8.50924;452.144;244.216;0;21;1;-0.185021;-1.34904;-2.09275;-0.158768;-1.39825;-2.07501;-0.88992;1.35003;-0.567783;0.376337;1.80755;0.489834;414;122.571;10.2134;411.065;126.17;0;54;1;0.0445364;-0.649043;-2.05326;0.0384314;-0.651652;-2.02234;0.327373;0.205668;-0.258929;-2.04003;0.881585;-1.99591;1;-0.203305;-0.749211;-0.0217526;0.0445364;-0.649043;-2.05326;-16.2369;-6.09762;-16.2369;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;-0.406609;-0.973974;-0.0369794; 
611;612;2019/09/06 18:52:53;0;455.65;234.75;8.51484;454.021;240.096;0;22;1;-0.190662;-1.32918;-2.10375;-0.168336;-1.37753;-2.08363;-0.836932;1.33996;-0.546363;0.981619;1.39636;0.793912;413.333;121.333;10.2225;410.595;124.795;0;55;1;0.0477511;-0.643404;-2.05474;0.0412273;-0.649178;-2.03206;0.286936;0.19916;-0.301146;-2.18427;0.631023;-2.00107;1;-0.216087;-0.734126;-0.0288954;0.0477511;-0.643404;-2.05474;-15.9095;-5.86376;-15.9095;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;-0.432175;-0.954364;-0.0491221; 
612;613;2019/09/06 18:52:53;0;456.829;231.171;8.56861;455.724;236.034;0;23;1;-0.196333;-1.30338;-2.10193;-0.176735;-1.35528;-2.08912;-0.779261;1.32741;-0.519679;1.54049;0.958475;1.01441;413;121;10.2842;410.2;123.686;0;56;1;0.0490819;-0.638189;-2.04329;0.0435837;-0.645881;-2.03543;0.247239;0.20012;-0.306735;-2.28453;0.461819;-1.74565;1;-0.225817;-0.717095;-0.0458317;0.0490819;-0.638189;-2.04329;-15.4896;-5.61663;-15.4896;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;-0.451635;-0.932224;-0.0779139; 
613;614;2019/09/06 18:52:53;0;457.22;227.512;8.61977;457.057;231.992;0;24;1;-0.197427;-1.2779;-2.10102;-0.182943;-1.33207;-2.09269;-0.712569;1.32182;-0.48165;2.07054;0.588424;1.25237;414.667;119.333;10.2199;410.496;122.346;0;57;1;0.041253;-0.635387;-2.06059;0.0428845;-0.642733;-2.04297;0.201909;0.196128;-0.345714;-2.37882;0.300989;-1.66908;1;-0.224196;-0.696682;-0.0321059;0.041253;-0.635387;-2.06059;-14.6301;-5.29332;-14.6301;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;-0.448392;-0.905687;-0.0545801; 
614;615;2019/09/06 18:52:53;0;457.1;223.4;8.75012;457.959;227.827;0;25;1;-0.193804;-1.23922;-2.08253;-0.186201;-1.30421;-2.08964;-0.632262;1.34026;-0.411812;2.60041;0.363;1.58653;414;118.5;10.0211;410.546;121.107;0;58;1;0.0453909;-0.644515;-2.10373;0.0436364;-0.643267;-2.0612;0.160609;0.174274;-0.432209;-2.45852;0.0704825;-1.96389;1;-0.231592;-0.659699;0.0140827;0.0453909;-0.644515;-2.10373;-14.0041;-4.12586;-14.0041;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;-0.463184;-0.857609;0.0239405; 
615;616;2019/09/06 18:52:53;0;456.65;219.1;8.98741;458.443;223.516;0;26;1;-0.186189;-1.1865;-2.04059;-0.186198;-1.2689;-2.07493;-0.533794;1.40483;-0.277117;3.16391;0.451602;2.23921;414;117;10.091;410.629;119.732;0;59;1;0.0450764;-0.633836;-2.0932;0.0440684;-0.640438;-2.0708;0.129318;0.153801;-0.505739;-2.44865;-0.18438;-2.35598;1;-0.231274;-0.635065;0.018275;0.0450764;-0.633836;-2.0932;-13.002;-2.48227;-13.002;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.016697;0;0;0;-0.462548;-0.825584;0.0310675; 
616;617;2019/09/06 18:52:53;0;454.955;213.682;9.08142;458.235;218.755;0;27;1;-0.174946;-1.14928;-2.03573;-0.182822;-1.23302;-2.06317;-0.416315;1.50263;-0.118994;3.78928;0.880225;3.13537;414.8;115.6;9.99409;410.989;118.292;0;60;1;0.0415194;-0.634129;-2.11733;0.0433037;-0.638545;-2.08476;0.0970445;0.14461;-0.552673;-2.3888;-0.354411;-2.5864;1;-0.224341;-0.598887;0.0541563;0.0415194;-0.634129;-2.11733;-11.5917;-0.0909972;-11.5917;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;-0.448683;-0.778552;0.0920657; 
617;618;2019/09/06 18:52:53;0;452.744;208.419;9.20227;457.361;213.716;0;28;1;-0.160662;-1.11028;-2.02459;-0.176174;-1.1962;-2.05159;-0.281082;1.62558;0.0565147;4.49288;1.66852;4.2883;416;115;9.96269;411.674;117.062;0;61;1;0.0356398;-0.63361;-2.12564;0.0410045;-0.637065;-2.09702;0.0573374;0.135128;-0.590994;-2.34998;-0.468303;-2.70909;1;-0.211814;-0.562586;0.0740466;0.0356398;-0.63361;-2.12564;-9.80705;2.67944;-9.80705;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;-0.423628;-0.731361;0.125879; 
618;619;2019/09/06 18:52:53;0;449.362;202.681;9.38937;455.635;208.328;0;29;1;-0.139485;-1.06262;-2.0009;-0.165167;-1.15612;-2.03639;-0.122462;1.77053;0.244462;5.31809;2.77031;5.62391;417.2;114.4;9.892;412.593;115.988;0;62;1;0.0298411;-0.635603;-2.14248;0.0376555;-0.636626;-2.11066;0.0107335;0.118027;-0.654985;-2.35427;-0.608745;-3.01589;1;-0.195008;-0.520519;0.106099;0.0298411;-0.635603;-2.14248;-7.59669;6.10018;-7.59669;696.902;1820;847;888;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;-0.390017;-0.676675;0.180368; 
619;620;2019/09/06 18:52:53;0;445.333;196.125;9.5357;453.089;202.436;0;30;1;-0.116264;-1.01758;-1.98893;-0.150496;-1.11456;-2.02215;0.0560703;1.93076;0.428325;6.25975;4.09345;7.00755;418;113;9.86538;413.551;114.772;0;63;1;0.0258752;-0.631387;-2.15213;0.0341214;-0.635054;-2.1231;-0.0285475;0.101473;-0.712918;-2.33269;-0.743169;-3.27564;1;-0.176371;-0.483172;0.129984;0.0258752;-0.631387;-2.15213;-5.12297;9.62757;-5.12297;696.902;650;847;888;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;-0.352743;-0.628123;0.220973; 
620;621;2019/09/06 18:52:53;0;440.24;188.56;9.785;449.612;195.864;0;31;1;-0.0873277;-0.959335;-1.95933;-0.131546;-1.06799;-2.0033;0.251869;2.10163;0.601729;7.28597;5.49605;8.25135;418.5;112;9.91361;414.438;113.584;0;64;1;0.0232326;-0.624099;-2.14441;0.0308548;-0.631768;-2.1295;-0.0681623;0.106798;-0.70044;-2.31304;-0.715316;-3.03636;1;-0.154778;-0.443893;0.141109;0.0232326;-0.624099;-2.14441;-2.33242;13.5591;-2.33242;696.902;671;1110;1328;1024;863;1024;1024;1024;1;3;0;0.0166948;0;0;0;-0.309557;-0.577061;0.239884; 
621;622;2019/09/06 18:52:53;0;433.962;180.566;10.0982;445.091;188.666;0;32;1;-0.0535983;-0.896495;-1.92014;-0.108161;-1.01654;-1.97836;0.462701;2.26859;0.746628;8.35035;6.74642;9.03838;420;111;9.84112;415.589;112.417;0;65;1;0.0157979;-0.624448;-2.16298;0.0263377;-0.629572;-2.13954;-0.111692;0.107464;-0.694723;-2.35011;-0.614201;-2.57638;1;-0.123959;-0.392094;0.184621;0.0157979;-0.624448;-2.16298;1.15016;18.6672;1.15016;696.902;672;1165;1371;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;-0.247919;-0.509722;0.313855; 
622;623;2019/09/06 18:52:53;0;426;171;10.4646;439.285;180.524;0;33;1;-0.0137539;-0.826892;-1.87782;-0.0798392;-0.959648;-1.9482;0.688806;2.45265;0.90704;9.4227;7.84103;9.51974;420.667;110.667;9.91165;416.663;111.481;0;66;1;0.0123292;-0.618599;-2.1485;0.0221352;-0.62628;-2.14223;-0.151536;0.113449;-0.6463;-2.40259;-0.492939;-1.91966;1;-0.0921684;-0.341048;0.200307;0.0123292;-0.618599;-2.1485;4.93355;24.2433;4.93355;696.902;658;1223;1399;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;-0.184337;-0.443363;0.340522; 
623;624;2019/09/06 18:52:53;0;417.032;160.935;10.7541;432.233;171.546;0;34;1;0.0282273;-0.765519;-1.85279;-0.0474192;-0.901409;-1.91957;0.927372;2.6486;1.07135;10.4787;8.7893;9.76385;420.4;109.2;9.806;417.38;110.351;0;67;1;0.0138191;-0.619013;-2.17573;0.0196403;-0.6241;-2.15228;-0.176223;0.119834;-0.608403;-2.3741;-0.356827;-1.22131;1;-0.0612383;-0.282396;0.256156;0.0138191;-0.619013;-2.17573;8.7921;31.0639;8.7921;696.902;654;1281;1430;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;-0.122477;-0.367115;0.435465; 
624;625;2019/09/06 18:52:53;0;406.169;149.606;11.2782;423.686;161.568;0;35;1;0.0749792;-0.687954;-1.79406;-0.0106997;-0.837372;-1.88192;1.17318;2.86186;1.25955;11.4604;9.63099;9.91133;420;108;9.79896;417.792;109.166;0;68;1;0.0158659;-0.614339;-2.18063;0.018508;-0.621172;-2.16078;-0.182185;0.133607;-0.565168;-2.19474;-0.15189;-0.374165;1;-0.0210612;0.0118923;0.345821;0.0103615;-0.849265;-2.22774;12.4758;45.8069;12.4758;696.902;305;1335;1365;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;-0.0421224;0.0154599;0.587897; 
625;626;2019/09/06 18:52:53;0;394.225;136.425;11.6114;413.722;150.289;0;36;1;0.124157;-0.620769;-1.77353;0.0297574;-0.772391;-1.8494;1.42362;3.08331;1.44547;12.3365;10.3805;10.008;420;107;9.92673;418.11;108.008;0;69;1;0.0156617;-0.602221;-2.15531;0.0176541;-0.615486;-2.15914;-0.175061;0.158295;-0.48299;-1.90183;0.135742;0.693544;1;0.0232413;0.0798293;0.334275;0.00651604;-0.852221;-2.18368;15.629;50.7384;15.629;696.902;305;1363;1365;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;0.0464827;0.103778;0.568268; 
626;627;2019/09/06 18:52:53;0;381.388;121.929;12.2628;402.458;137.658;0;37;1;0.169796;-0.538382;-1.71153;0.0717691;-0.702189;-1.80804;1.66593;3.3105;1.6469;13.0477;11.0548;10.1778;419.2;106.4;9.8591;418.102;106.998;0;70;1;0.0198181;-0.603808;-2.17175;0.0183033;-0.611983;-2.16292;-0.15515;0.17397;-0.423258;-1.48841;0.349639;1.52281;1;0.0614606;0.151619;0.389946;0.0103086;-0.853808;-2.19799;18.468;55.8411;18.468;696.902;305;1363;1365;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;0.122921;0.197105;0.662908; 
627;628;2019/09/06 18:52:53;0;366.533;105.378;12.8072;389.626;123.409;0;38;1;0.220458;-0.461482;-1.67401;0.116376;-0.629977;-1.76783;1.89605;3.52972;1.82868;13.5515;11.6682;10.4269;418.4;105.2;9.82373;417.856;105.905;0;71;1;0.0239531;-0.600877;-2.1829;0.0199982;-0.608651;-2.16892;-0.118401;0.187911;-0.371243;-0.919833;0.53098;2.20522;1;0.101465;0.2209;0.439734;0.0149111;-0.850877;-2.20757;21.0652;60.7648;21.0652;696.902;305;1364;1365;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;0.202929;0.28717;0.747548; 
628;629;2019/09/06 18:52:53;0;350.805;88.2069;13.5054;375.394;107.8;0;39;1;0.267174;-0.38448;-1.62212;0.161615;-0.556328;-1.72412;2.10167;3.72814;1.99187;13.772;12.0935;10.5875;417;105;9.90952;417.246;105.072;0;72;1;0.0307955;-0.594831;-2.16455;0.0232374;-0.604505;-2.16761;-0.0666398;0.199687;-0.324072;-0.212943;0.662902;2.60967;1;0.138132;0.288503;0.463363;0.023483;-0.844831;-2.18748;23.2235;65.3229;23.2235;696.902;305;1364;1365;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;0.276264;0.375054;0.787717; 
629;630;2019/09/06 18:52:53;0;333.403;68.2078;14.46;359.634;90.3266;0;40;1;0.309589;-0.301291;-1.55273;0.206007;-0.479817;-1.6727;2.27284;3.92015;2.18079;13.6352;12.3329;10.7821;416;103;9.87217;416.5;103.854;0;73;1;0.0359666;-0.588614;-2.17826;0.0270562;-0.599738;-2.1708;-0.0103752;0.217081;-0.268407;0.534404;0.786012;2.92328;1;0.174378;0.358797;0.526655;0.031629;-0.838614;-2.19936;25.0038;69.8344;25.0038;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;0.348757;0.466436;0.895314; 
630;631;2019/09/06 18:52:53;0;314.571;46.0779;15.1809;342.332;70.8411;0;41;1;0.356787;-0.226054;-1.51874;0.251241;-0.403688;-1.62651;2.40954;4.08364;2.32822;13.1175;12.2779;10.736;413.667;102.333;9.83621;415.231;102.783;0;74;1;0.0479353;-0.587933;-2.18807;0.0333199;-0.596196;-2.17599;0.0529133;0.229966;-0.221738;1.2593;0.856332;3.12515;1;0.204008;0.434245;0.579715;0.0472336;-0.837933;-2.20623;26.2641;73.9986;26.2641;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.0166978;0;0;0;0.408015;0.564519;0.985516; 
631;632;2019/09/06 18:52:53;0;295.692;23.4615;15.7798;323.919;49.7625;0;42;1;0.402944;-0.157567;-1.50015;0.296752;-0.329851;-1.5886;2.51174;4.21708;2.43821;12.215;11.8935;10.4053;411;101;9.8153;413.476;101.607;0;75;1;0.0615944;-0.583507;-2.19644;0.0418022;-0.59239;-2.18212;0.128162;0.230197;-0.224794;1.96624;0.800877;2.90597;1;0.231481;0.503656;0.623242;0.0652713;-0.833507;-2.21185;27.0421;77.5596;27.0421;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.0166968;0;0;0;0.462961;0.654752;1.05951; 
632;633;2019/09/06 18:52:53;0;285.481;8.74074;16.2516;307.474;30.0562;0;43;1;0.4226;-0.115133;-1.4813;0.334507;-0.265436;-1.55641;2.55606;4.27405;2.46759;10.8829;10.9832;9.51989;409;99;10.0877;411.584;100.144;0;76;1;0.0698243;-0.559464;-2.14253;0.0502089;-0.582512;-2.17024;0.204284;0.255785;-0.164105;2.61483;0.807182;2.77828;1;0.255704;0.544028;0.601868;0.078803;-0.809464;-2.15828;27.2002;79.302;27.2002;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;0.511407;0.707237;1.02318; 
633;634;2019/09/06 18:52:53;0;280;0;16.6066;302.709;22.8153;1;0;1;0.4226;-0.115133;-1.4813;0.334507;-0.265436;-1.55641;2.55606;4.27405;2.46759;10.8829;10.9832;9.51989;408.4;98.8;10.0082;410.042;99.0469;0;77;1;0.0733702;-0.56307;-2.16009;0.0571573;-0.576679;-2.1672;0.270933;0.281122;-0.091596;3.12336;0.856464;2.7835;1;0.246982;0.547634;0.615042;0.0875244;-0.81307;-2.17146;26.4014;79.3766;26.4014;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;0.493964;0.711924;1.04557; 
634;635;2019/09/06 18:52:53;0;280;0;16.6066;297.943;15.574;2;0;1;0.4226;-0.115133;-1.4813;0.334507;-0.265436;-1.55641;2.55606;4.27405;2.46759;10.8829;10.9832;9.51989;406;97;10.0172;408.182;97.7071;0;78;1;0.0852602;-0.555058;-2.16306;0.0655881;-0.570193;-2.16596;0.33165;0.305669;-0.0483627;3.46424;0.937025;2.7709;1;0.230685;0.539622;0.612921;0.103822;-0.805058;-2.16933;25.5149;79.2108;25.5149;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;0.46137;0.701509;1.04197; 
635;636;2019/09/06 18:52:53;0;280;0;16.6066;293.178;8.33317;3;0;1;0.4226;-0.115133;-1.4813;0.334507;-0.265436;-1.55641;2.55606;4.27405;2.46759;10.8829;10.9832;9.51989;404.667;95.3333;10.1282;406.434;96.2346;0;79;1;0.0908948;-0.542096;-2.14383;0.0731801;-0.561764;-2.15932;0.383146;0.335017;0.0168371;3.64972;1.03309;2.80141;1;0.221078;0.52666;0.590708;0.113429;-0.792096;-2.14712;24.8431;78.9426;24.8431;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;0.442156;0.684658;1.0042; 
636;637;2019/09/06 18:52:53;0;280;0;16.6066;288.412;1.09189;4;0;1;0.4226;-0.115133;-1.4813;0.334507;-0.265436;-1.55641;2.55606;4.27405;2.46759;10.8829;10.9832;9.51989;403.333;94.6667;10.0992;404.769;94.9861;0;80;1;0.0977434;-0.540891;-2.15178;0.0805491;-0.555502;-2.15706;0.418456;0.363487;0.085671;3.64931;1.15295;2.90822;1;0.210974;0.525456;0.594237;0.123533;-0.790891;-2.15065;24.3157;78.9176;24.3157;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;0.421948;0.683092;1.0102; 
637;638;2019/09/06 18:52:54;0;280;0;16.6066;283.647;-6.14908;5;0;1;0.4226;-0.115133;-1.4813;0.334507;-0.265436;-1.55641;2.55606;4.27405;2.46759;10.8829;10.9832;9.51989;404;93;9.99725;403.805;93.5824;0;81;1;0.0954128;-0.53944;-2.17827;0.0850082;-0.550683;-2.16342;0.423578;0.384608;0.126056;3.36907;1.30828;3.14574;1;0.211164;0.524004;0.616143;0.123342;-0.78944;-2.17256;24.2707;78.8876;24.2707;696.902;305;1365;1365;1024;863;1024;1024;1024;1;3;0;0.016698;0;0;0;0.422329;0.681206;1.04744; 
