ID;RS_ID;time;insect_log;imLx_drone; imLy_drone; disparity_drone; imLx_pred_drone; imLy_pred_drone; n_frames_lost_drone; n_frames_tracking_drone; foundL_drone; posX_drone; posY_drone; posZ_drone; sposX_drone; sposY_drone; sposZ_drone; svelX_drone; svelY_drone; svelZ_drone; saccX_drone; saccY_drone; saccZ_drone; imLx_insect; imLy_insect; disparity_insect; imLx_pred_insect; imLy_pred_insect; n_frames_lost_insect; n_frames_tracking_insect; foundL_insect; posX_insect; posY_insect; posZ_insect; sposX_insect; sposY_insect; sposZ_insect; svelX_insect; svelY_insect; svelZ_insect; saccX_insect; saccY_insect; saccZ_insect; valid; posErrX; posErrY; posErrZ; velX; velY; velZ; accX; accY; accZ; hoverthrottle; autoThrottle; autoRoll; autoPitch; autoYaw; joyThrottle; joyRoll; joyPitch; joyYaw; joyArmSwitch; joyModeSwitch; joyTakeoffSwitch; dt; velx_sp; vely_sp; velz_sp;
462;468;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;355.429;12.1521;20;355.429;0;1;1;1.66117;-1.46246;-1.0418;1.66117;-1.46246;-1.0418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
463;469;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.4286;352;11.9432;20.6753;355.117;0;2;1;1.65915;-1.47708;-1.06927;1.66056;-1.46685;-1.05004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
464;470;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;348.571;11.8379;22.8171;354.065;0;3;1;1.64618;-1.47916;-1.0881;1.65625;-1.47054;-1.06146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
465;471;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.1667;346.167;11.6904;26.012;352.421;0;4;1;1.64914;-1.48996;-1.10846;1.65412;-1.47637;-1.07556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
466;472;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.1111;342.667;11.6605;30.0842;350.099;0;5;1;1.63219;-1.48232;-1.12097;1.64754;-1.47816;-1.08918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
467;473;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.5714;338;11.5807;35.3443;346.994;0;6;1;1.61126;-1.47715;-1.14167;1.63666;-1.47785;-1.10493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
468;474;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.4;335.2;11.4343;41.0113;343.819;0;7;1;1.60642;-1.48671;-1.16417;1.62759;-1.48051;-1.1227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
469;475;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.2;332.4;11.4632;46.6337;340.639;0;8;1;1.58145;-1.47363;-1.1691;1.61375;-1.47844;-1.13662;-0.467318;-0.115728;-0.864173;-4.30306;1.46632;-3.69971;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
470;476;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;329;11.3587;53.0135;337.311;0;9;1;1.5617;-1.47575;-1.18949;1.59813;-1.47764;-1.15248;-0.512426;-0.0977652;-0.881916;-3.59572;1.37217;-3.01071;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
471;477;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;327;11.0518;58.8815;334.275;0;10;1;1.58698;-1.50982;-1.22835;1.59479;-1.48729;-1.17524;-0.544336;-0.102274;-0.927144;-3.8211;1.80819;-2.13676;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
472;478;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;325;11.063;64.9274;331.461;0;11;1;1.55828;-1.50139;-1.23293;1.58383;-1.49152;-1.19255;-0.580946;-0.114727;-0.968987;-3.03943;1.05397;-1.89368;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
473;479;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;321.429;10.9767;71.3934;328.362;0;12;1;1.53867;-1.50076;-1.25309;1.57028;-1.49429;-1.21071;-0.613559;-0.134466;-1.00374;-1.67092;0.0234379;-1.37846;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
474;480;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92.4;319.2;10.8002;78.0023;325.438;0;13;1;1.53421;-1.5174;-1.28022;1.55946;-1.50123;-1.23156;-0.640121;-0.163389;-1.03689;-1.38951;-0.003326;-0.717553;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
475;481;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96.4;317.2;10.6852;84.022;322.708;0;14;1;1.53203;-1.52659;-1.30003;1.55123;-1.50884;-1.2521;-0.633662;-0.219369;-1.08321;-1.49783;-0.415782;-1.30502;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
476;482;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103.6;314.8;10.5738;90.546;320.004;0;15;1;1.51415;-1.534;-1.32103;1.54011;-1.51639;-1.27278;-0.611862;-0.286325;-1.13023;-1.2957;-1.0023;-1.77439;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
477;483;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110.571;312;10.5126;97.3789;317.201;0;16;1;1.48984;-1.53276;-1.3373;1.52503;-1.5213;-1.29214;-0.645638;-0.307567;-1.14484;-1.18187;-1.42101;-1.93379;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
478;484;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117.75;309.75;10.4902;104.504;314.486;0;17;1;1.45883;-1.52785;-1.34707;1.50517;-1.52326;-1.30862;-0.701458;-0.311276;-1.15031;-1.19026;-1.63732;-1.8842;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
479;485;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122.889;307.333;10.4008;111.236;311.787;0;18;1;1.44668;-1.5321;-1.36612;1.48762;-1.52592;-1.32587;-0.750898;-0.313021;-1.14995;-1.26248;-1.69527;-1.71424;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
480;486;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129.6;304.8;10.2861;118.149;309.065;0;19;1;1.43023;-1.53978;-1.38929;1.4704;-1.53008;-1.3449;-0.806098;-0.302998;-1.14245;-1.42015;-1.57455;-1.44999;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
481;487;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136.571;302;10.1622;125.274;306.245;0;20;1;1.41338;-1.54802;-1.41509;1.4533;-1.53546;-1.36596;-0.874656;-0.288095;-1.14002;-1.81426;-1.21912;-1.09682;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
482;488;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142.571;300;9.92005;132.258;303.597;0;21;1;1.41767;-1.57811;-1.45613;1.44261;-1.54826;-1.39301;-0.914044;-0.300097;-1.16401;-2.29502;-0.786452;-0.792988;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
483;489;2019/11/01 19:59:16;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147.75;297.75;9.96954;138.884;301.002;0;22;1;1.38469;-1.56166;-1.45617;1.42523;-1.55228;-1.41196;-0.946845;-0.303736;-1.17678;-2.57958;-0.456577;-0.603328;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
484;490;2019/11/01 19:59:17;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;295;9.94474;145.572;298.292;0;23;1;1.35674;-1.55499;-1.46871;1.40469;-1.55309;-1.42898;-0.969279;-0.30133;-1.18663;-2.61702;-0.234239;-0.507008;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
485;491;2019/11/01 19:59:17;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161;293;9.92965;152.532;295.73;0;24;1;1.32359;-1.54966;-1.47743;1.38036;-1.55206;-1.44352;-1.00983;-0.285197;-1.18168;-2.60399;-0.0294581;-0.430903;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
486;492;2019/11/01 19:59:17;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;291;9.78554;158.762;293.279;0;25;1;1.32266;-1.56468;-1.50577;1.36305;-1.55585;-1.46219;-1.03452;-0.274016;-1.17731;-2.47437;0.0980348;-0.397726;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
487;493;2019/11/01 19:59:17;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;288.571;9.64868;165.381;290.777;0;26;1;1.30518;-1.57726;-1.53523;1.34569;-1.56227;-1.4841;-1.05035;-0.271459;-1.17809;-2.18609;0.12524;-0.390622;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
488;494;2019/11/01 19:59:17;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;287;9.57979;171.97;288.507;0;27;1;1.28327;-1.58234;-1.55155;1.32696;-1.56829;-1.50434;-1.09194;-0.242868;-1.15133;-2.02189;0.303631;-0.183744;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
489;495;2019/11/01 19:59:17;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182.4;285.2;9.45194;178.035;286.336;0;28;1;1.27738;-1.59647;-1.57867;1.31209;-1.57674;-1.52664;-1.1069;-0.243404;-1.14866;-1.85216;0.423057;0.00205125;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
