ID;RS_ID;imLx_drone;imLy_drone;disparity_drone;imLx_pred_drone;imLy_pred_drone;n_frames_lost_drone;n_frames_tracking_drone;foundL_drone;posX_drone;posY_drone;posZ_drone;sposX_drone;sposY_drone;sposZ_drone;svelX_drone;svelY_drone;svelZ_drone;saccX_drone;saccY_drone;saccZ_drone;imLx_insect;imLy_insect;disparity_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;svelX_insect;svelY_insect;svelZ_insect;saccX_insect;saccY_insect;saccZ_insect;valid;posErrX;posErrY;posErrZ;velX;velY;velZ;accX;accY;accZ;hoverthrottle;autoThrottle;autoRoll;autoPitch;autoYaw;joyThrottle;joyRoll;joyPitch;joyYaw;joyArmSwitch;joyModeSwitch;joyTakeoffSwitch;throttleP;throttleI;throttleD;dt;dx;dy;dz;velx_sp;vely_sp;velz_sp;Unnamed: 75;time
54800.0;54804.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;308.0;164.0;10.477;275.171;165.497;1.0;0.0;1.0;0.571461;-0.947044;-1.8415700000000002;0.7270399999999999;-0.9439290000000001;-1.8192599999999999;-3.13047;0.09668910000000001;-0.28854;-22.5093;0.7706350000000001;-2.2772900000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.242
54801.0;54805.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;333.0;160.0;10.5677;277.107;165.359;0.0;1.0;1.0;0.44846400000000003;-0.923773;-1.83707;0.643467;-0.937882;-1.8246;-3.13318;0.109944;-0.25561300000000003;-22.8945;0.791842;-2.13235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.253
54802.0;54806.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;343.6;160.8;10.5015;295.637;163.63;0.0;2.0;1.0;0.400901;-0.9326409999999999;-1.84637;0.570697;-0.9363100000000001;-1.83113;-3.17141;0.12253299999999999;-0.237967;-16.0442;0.258409;-1.53796;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.264
54802.0;54806.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;343.6;160.8;10.5015;295.637;163.63;0.0;2.0;1.0;0.400901;-0.9326409999999999;-1.84637;0.570697;-0.9363100000000001;-1.83113;-3.17141;0.12253299999999999;-0.237967;-16.0442;0.258409;-1.53796;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.275
54803.0;54807.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;356.0;160.0;10.7566;312.372;162.602;0.0;3.0;1.0;0.333848;-0.9075489999999999;-1.8048;0.499643;-0.927682;-1.82323;-3.23727;0.15693800000000002;-0.180425;-11.5842;0.31154;-0.504501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.286
54804.0;54808.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;356.0;160.0;10.7566;328.264;161.616;1.0;0.0;1.0;0.333848;-0.9075489999999999;-1.8048;0.499643;-0.927682;-1.82323;-3.23727;0.15693800000000002;-0.180425;-11.5842;0.31154;-0.504501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.297
54804.0;54808.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;356.0;160.0;10.7566;328.264;161.616;1.0;0.0;1.0;0.333848;-0.9075489999999999;-1.8048;0.499643;-0.927682;-1.82323;-3.23727;0.15693800000000002;-0.180425;-11.5842;0.31154;-0.504501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.308
54805.0;54809.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;380.0;160.0;11.0;331.445;161.388;0.0;1.0;1.0;0.217545;-0.887465;-1.7648599999999999;0.415013;-0.915617;-1.80572;-3.3031300000000003;0.207261;-0.0635041;-8.85448;0.588866;0.565213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.319
54806.0;54810.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;398.0;162.0;10.9177;349.37699999999995;160.738;0.0;2.0;1.0;0.136882;-0.901482;-1.77269;0.331574;-0.9113760000000001;-1.79581;-3.36674;0.217903;0.00350774;-6.5461;0.703584;1.24404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.330
54806.0;54810.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;398.0;162.0;10.9177;349.37699999999995;160.738;0.0;2.0;1.0;0.136882;-0.901482;-1.77269;0.331574;-0.9113760000000001;-1.79581;-3.36674;0.217903;0.00350774;-6.5461;0.703584;1.24404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.341
54807.0;54811.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;408.4;164.8;10.829;367.844;160.882;0.0;3.0;1.0;0.0900612;-0.919214;-1.7795;0.25911999999999996;-0.9137280000000001;-1.79092;-3.4235;0.22132600000000002;0.08710889999999999;-4.80657;0.795981;1.87313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.352
54808.0;54812.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;421.0;165.5;10.9825;384.44;161.851;0.0;4.0;1.0;0.0315308;-0.908916;-1.75272;0.190843;-0.912284;-1.7794599999999998;-3.60471;0.22049000000000002;0.206914;-4.4993300000000005;0.856297;2.7084099999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.363
54809.0;54813.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;434.4;166.8;10.985999999999999;400.23199999999997;162.785;0.0;5.0;1.0;-0.029367700000000004;-0.9133629999999999;-1.7486400000000002;0.12478;-0.912608;-1.7702099999999998;-3.69046;0.21349200000000002;0.332843;-4.47778;0.8253870000000001;3.58054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.374
54809.0;54813.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;434.4;166.8;10.985999999999999;400.23199999999997;162.785;0.0;5.0;1.0;-0.029367700000000004;-0.9133629999999999;-1.7486400000000002;0.12478;-0.912608;-1.7702099999999998;-3.69046;0.21349200000000002;0.332843;-4.47778;0.8253870000000001;3.58054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;228.0;1024.0;1024.0;1024.0;228.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;1900.0;50.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.385
