ID;RS_ID;insect_log;imLx_drone;imLy_drone;disparity_drone;imLx_pred_drone;imLy_pred_drone;n_frames_lost_drone;n_frames_tracking_drone;foundL_drone;posX_drone;posY_drone;posZ_drone;sposX_drone;sposY_drone;sposZ_drone;svelX_drone;svelY_drone;svelZ_drone;saccX_drone;saccY_drone;saccZ_drone;imLx_insect;imLy_insect;disparity_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;svelX_insect;svelY_insect;svelZ_insect;saccX_insect;saccY_insect;saccZ_insect;valid;posErrX;posErrY;posErrZ;velX;velY;velZ;accX;accY;accZ;hoverthrottle;autoThrottle;autoRoll;autoPitch;autoYaw;joyThrottle;joyRoll;joyPitch;joyYaw;joyArmSwitch;joyModeSwitch;joyTakeoffSwitch;dt;velx_sp;vely_sp;velz_sp;Unnamed: 70;time
300.0;303.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;471.0;227.0;8.50511;471.0;227.0;0.0;1.0;1.0;-0.280939;-1.30978;-2.12048;-0.280939;-1.30978;-2.12048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;675.0;224.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.000
301.0;304.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;101.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;469.0;229.0;8.68713;470.81800000000004;227.18200000000002;0.0;2.0;1.0;-0.26356399999999996;-1.2919100000000001;-2.0697;-0.275727;-1.3044200000000001;-2.10525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.26356399999999996;-1.39191;-2.0697;0.0;0.0;0.0;675.0;650.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.011
302.0;305.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;102.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;467.0;230.0;8.51714;470.204;227.635;0.0;3.0;1.0;-0.25710700000000003;-1.32257;-2.10777;-0.27014099999999996;-1.30986;-2.106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.25710700000000003;-1.4225700000000001;-2.10777;0.0;0.0;0.0;675.0;650.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.022
302.0;305.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;102.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;467.0;230.0;8.51714;470.204;227.635;0.0;3.0;1.0;-0.25710700000000003;-1.32257;-2.10777;-0.27014099999999996;-1.30986;-2.106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.25710700000000003;-1.4225700000000001;-2.10777;0.0;0.0;0.0;675.0;650.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.033
303.0;306.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;103.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;467.0;232.0;8.56991;469.537;228.543;0.0;4.0;1.0;-0.255524;-1.32413;-2.08835;-0.265756;-1.3141399999999999;-2.10071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.255524;-1.42413;-2.08835;0.0;0.0;0.0;675.0;650.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.044
304.0;307.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;104.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;464.0;234.0;8.623339999999999;468.22;229.842;0.0;5.0;1.0;-0.23658099999999999;-1.3255700000000001;-2.06901;-0.257004;-1.3175700000000001;-2.0912;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.23658099999999999;-1.42557;-2.06901;0.0;0.0;0.0;675.0;650.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.055
304.0;307.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;104.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;464.0;234.0;8.623339999999999;468.22;229.842;0.0;5.0;1.0;-0.23658099999999999;-1.3255700000000001;-2.06901;-0.257004;-1.3175700000000001;-2.0912;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.23658099999999999;-1.42557;-2.06901;0.0;0.0;0.0;675.0;650.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.066
305.0;308.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;105.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;463.0;235.0;8.507;466.879;231.168;0.0;6.0;1.0;-0.23395100000000002;-1.34859;-2.09406;-0.25008800000000003;-1.3268799999999998;-2.09206;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.23395100000000002;-1.44859;-2.09406;0.0;0.0;0.0;675.0;650.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.077
306.0;309.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;106.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;461.0;238.0;8.99441;465.29699999999997;233.003;0.0;7.0;1.0;-0.210177;-1.2893700000000001;-1.97138;-0.23811500000000002;-1.3156299999999999;-2.05585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.210177;-1.38937;-1.97138;0.0;0.0;0.0;675.0;650.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.088
306.0;309.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;106.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;461.0;238.0;8.99441;465.29699999999997;233.003;0.0;7.0;1.0;-0.210177;-1.2893700000000001;-1.97138;-0.23811500000000002;-1.3156299999999999;-2.05585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.210177;-1.38937;-1.97138;0.0;0.0;0.0;675.0;650.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;;1970-01-01 00:00:00.099
