ID;RS_ID;time;imLx_drone; imLy_drone; disparity_drone; imLx_pred_drone; imLy_pred_drone; n_frames_lost_drone; n_frames_tracking_drone; foundL_drone; posX_drone; posY_drone; posZ_drone; sposX_drone; sposY_drone; sposZ_drone; svelX_drone; svelY_drone; svelZ_drone; saccX_drone; saccY_drone; saccZ_drone; imLx_insect; imLy_insect; disparity_insect; imLx_pred_insect; imLy_pred_insect; n_frames_lost_insect; n_frames_tracking_insect; foundL_insect; posX_insect; posY_insect; posZ_insect; sposX_insect; sposY_insect; sposZ_insect; svelX_insect; svelY_insect; svelZ_insect; saccX_insect; saccY_insect; saccZ_insect; valid; posErrX; posErrY; posErrZ; velX; velY; velZ; accX; accY; accZ; hoverthrottle; autoThrottle; autoRoll; autoPitch; autoYaw; joyThrottle; joyRoll; joyPitch; joyYaw; joyArmSwitch; joyModeSwitch; joyTakeoffSwitch; throttleP; throttleI; throttleD; dt; dx; dy; dz; velx_sp; vely_sp; velz_sp;
35091;35094;2019/05/25 18:10:25;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;-1; -1; -1; -1; -1; 4304; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35092;35095;2019/05/25 18:10:25;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;-1; -1; -1; -1; -1; 4305; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35093;35096;2019/05/25 18:10:25;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;769; 87; 12.8211; -1; -1; 0; 1; 1; -1.32795; -0.533565; -1.68411;-1.32795; -0.533565; -1.68411;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35094;35097;2019/05/25 18:10:25;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;757; 82; 12.5418; 769; 87; 0; 2; 1; -1.30976; -0.529495; -1.73351;-1.32249; -0.532344; -1.69893;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35095;35098;2019/05/25 18:10:25;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;757; 82; 12.5418; 767.909; 86.5455; 1; 0; 1; -1.30976; -0.529495; -1.73351;-1.32249; -0.532344; -1.69893;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35096;35099;2019/05/25 18:10:25;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;757; 82; 12.5418; 767.909; 86.5455; 2; 0; 1; -1.30976; -0.529495; -1.73351;-1.32249; -0.532344; -1.69893;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35097;35100;2019/05/25 18:10:25;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;732; 76; 11.9935; 767.909; 86.5455; 0; 1; 1; -1.26558; -0.533683; -1.82769;-1.30542; -0.532746; -1.73756;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35098;35101;2019/05/25 18:10:25;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;723; 73; 11.7228; 759.384; 84.042; 0; 2; 1; -1.25648; -0.535765; -1.87753;-1.29074; -0.533652; -1.77955;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35099;35102;2019/05/25 18:10:25;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;723; 73; 11.7228; 750.059; 81.2124; 1; 0; 1; -1.25648; -0.535765; -1.87753;-1.29074; -0.533652; -1.77955;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35100;35103;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;707; 70; 11.3502; 749.959; 81.1823; 0; 1; 1; -1.22735; -0.542773; -1.94704;-1.27172; -0.536388; -1.8298;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35101;35104;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;707; 70; 11.3502; 738.136; 78.1008; 1; 0; 1; -1.22735; -0.542773; -1.94704;-1.27172; -0.536388; -1.8298;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35102;35105;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; 737.913; 78.0387; 0; 1; 1; -1.2443; -0.576154; -2.09965;-1.26349; -0.548318; -1.91075;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35103;35106;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; 724.502; 75.1547; 1; 0; 1; -1.2443; -0.576154; -2.09965;-1.26349; -0.548318; -1.91075;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35104;35107;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; 724.087; 75.0518; 2; 0; 1; -1.2443; -0.576154; -2.09965;-1.26349; -0.548318; -1.91075;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35105;35108;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; 723.672; 74.9486; 3; 0; 1; -1.2443; -0.576154; -2.09965;-1.26349; -0.548318; -1.91075;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35106;35109;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; 723.257; 74.8457; 4; 0; 1; -1.2443; -0.576154; -2.09965;-1.26349; -0.548318; -1.91075;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35107;35110;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; 722.842; 74.7424; 5; 0; 1; -1.2443; -0.576154; -2.09965;-1.26349; -0.548318; -1.91075;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35108;35111;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; 722.429; 74.6399; 6; 0; 1; -1.2443; -0.576154; -2.09965;-1.26349; -0.548318; -1.91075;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35109;35112;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; 722.012; 74.5362; 7; 0; 1; -1.2443; -0.576154; -2.09965;-1.26349; -0.548318; -1.91075;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35110;35113;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; 721.599; 74.4337; 8; 0; 1; -1.2443; -0.576154; -2.09965;-1.26349; -0.548318; -1.91075;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35111;35114;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; 721.182; 74.33; 9; 0; 1; -1.2443; -0.576154; -2.09965;-1.26349; -0.548318; -1.91075;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35112;35115;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; 720.769; 74.2275; 10; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35113;35116;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; -1; -1; 11; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35114;35117;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; -1; -1; 12; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35115;35118;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; -1; -1; 13; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
35116;35119;2019/05/25 18:10:26;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;691; 68; 10.5537; -1; -1; 14; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
