ID;RS_ID;time;imLx_drone; imLy_drone; disparity_drone; imLx_pred_drone; imLy_pred_drone; n_frames_lost_drone; n_frames_tracking_drone; foundL_drone; posX_drone; posY_drone; posZ_drone; sposX_drone; sposY_drone; sposZ_drone; svelX_drone; svelY_drone; svelZ_drone; saccX_drone; saccY_drone; saccZ_drone; imLx_insect; imLy_insect; disparity_insect; imLx_pred_insect; imLy_pred_insect; n_frames_lost_insect; n_frames_tracking_insect; foundL_insect; posX_insect; posY_insect; posZ_insect; sposX_insect; sposY_insect; sposZ_insect; svelX_insect; svelY_insect; svelZ_insect; saccX_insect; saccY_insect; saccZ_insect; valid; posErrX; posErrY; posErrZ; velX; velY; velZ; accX; accY; accZ; hoverthrottle; autoThrottle; autoRoll; autoPitch; autoYaw; joyThrottle; joyRoll; joyPitch; joyYaw; joyArmSwitch; joyModeSwitch; joyTakeoffSwitch; throttleP; throttleI; throttleD; dt; dx; dy; dz; velx_sp; vely_sp; velz_sp;
30735;30738;2019/05/25 18:09:13;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;-1; -1; -1; -1; -1; 2426; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
30736;30739;2019/05/25 18:09:13;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;-1; -1; -1; -1; -1; 2427; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
30737;30740;2019/05/25 18:09:13;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;660; 132; 9.17415; -1; -1; 0; 1; 1; -1.26273; -0.941956; -2.20719;-1.26273; -0.941956; -2.20719;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
30738;30741;2019/05/25 18:09:13;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;660; 132; 9.17415; 660; 132; 1; 0; 1; -1.26273; -0.941956; -2.20719;-1.26273; -0.941956; -2.20719;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
30739;30742;2019/05/25 18:09:13;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;660; 132; 9.17415; 660; 132; 2; 0; 1; -1.26273; -0.941956; -2.20719;-1.26273; -0.941956; -2.20719;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
30740;30743;2019/05/25 18:09:13;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;660; 132; 9.17415; 660; 132; 3; 0; 1; -1.26273; -0.941956; -2.20719;-1.26273; -0.941956; -2.20719;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
30741;30744;2019/05/25 18:09:13;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;660; 132; 9.17415; 660; 132; 4; 0; 1; -1.26273; -0.941956; -2.20719;-1.26273; -0.941956; -2.20719;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
30742;30745;2019/05/25 18:09:13;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;660; 132; 9.17415; 660; 132; 5; 0; 1; -1.26273; -0.941956; -2.20719;-1.26273; -0.941956; -2.20719;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
30743;30746;2019/05/25 18:09:13;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;660; 132; 9.17415; 660; 132; 6; 0; 1; -1.26273; -0.941956; -2.20719;-1.26273; -0.941956; -2.20719;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
30744;30747;2019/05/25 18:09:13;-1; -1; -1; -1; -1; 100; 0; 0; 0; 0; 0;0; 0; 0;0; 0; 0;0; 0; 0;660; 132; 9.17415; 660; 132; 7; 0; 1; -1.26273; -0.941956; -2.20719;-1.26273; -0.941956; -2.20719;0; 0; 0;0; 0; 0;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 200; 228; 1024; 1024; 1024; 228; 1024; 1024; 1024; 1; 4; 0; 1900; 50; 35; 0; 0; 0; 0; 0; 0; 0; 
