ID;RS_ID;insect_log;imLx_drone;imLy_drone;disparity_drone;imLx_pred_drone;imLy_pred_drone;n_frames_lost_drone;n_frames_tracking_drone;foundL_drone;posX_drone;posY_drone;posZ_drone;sposX_drone;sposY_drone;sposZ_drone;svelX_drone;svelY_drone;svelZ_drone;saccX_drone;saccY_drone;saccZ_drone;dtrkr_state;imLx_insect;imLy_insect;disparity_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;svelX_insect;svelY_insect;svelZ_insect;saccX_insect;saccY_insect;saccZ_insect;trkrs_state;interceptor_state;hunt_vol_check;nav_state;valid;flight_mode;target_pos_x;target_pos_y;target_pos_z;hoverthrottle;autoThrottle;autoRoll;autoPitch;autoYaw;joyThrottle;joyRoll;joyPitch;joyYaw;joyArmSwitch;joyModeSwitch;joyTakeoffSwitch;dt;heading;Sheading;Unnamed: 69;time
2648.0;2651.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;339.0;62.0;5.41596;343.156;66.2995;0.0;5.0;1.0;0.7847890000000001;0.077355;-4.16794;0.760379;0.037964;-4.19969;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.110
2649.0;2652.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;337.333;60.6667;5.477069999999999;341.48900000000003;64.6796;0.0;6.0;1.0;0.791234;0.097002;-4.128480000000001;0.7696350000000001;0.055675;-4.17833;0.59385;0.734221;0.0945401;-2.35834;13.4216;37.3306;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.121
2649.0;2652.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;337.333;60.6667;5.477069999999999;341.48900000000003;64.6796;0.0;6.0;1.0;0.791234;0.097002;-4.128480000000001;0.7696350000000001;0.055675;-4.17833;0.59385;0.734221;0.0945401;-2.35834;13.4216;37.3306;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.132
2650.0;2653.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;336.0;59.0;5.48949;339.87699999999995;63.0095;0.0;7.0;1.0;0.801579;0.111292;-4.12793;0.7792180000000001;0.07236000000000001;-4.163209999999999;0.613498;0.828058;0.287143;-0.7083729999999999;10.7085;27.3161;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.143
2651.0;2654.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;336.0;59.0;5.48949;339.789;62.9155;1.0;0.0;1.0;0.801579;0.111292;-4.12793;0.7792180000000001;0.07236000000000001;-4.163209999999999;0.613498;0.828058;0.287143;-0.7083729999999999;10.7085;27.3161;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.154
2651.0;2654.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;336.0;59.0;5.48949;339.789;62.9155;1.0;0.0;1.0;0.801579;0.111292;-4.12793;0.7792180000000001;0.07236000000000001;-4.163209999999999;0.613498;0.828058;0.287143;-0.7083729999999999;10.7085;27.3161;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.165
2652.0;2655.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;332.8;56.4;5.635;337.316;60.5984;0.0;1.0;1.0;0.80925;0.15173299999999998;-4.0347;0.7882279999999999;0.09617200000000001;-4.1246599999999995;0.580195;0.859224;0.47954600000000003;-0.786241;6.29514;16.7023;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.176
2653.0;2656.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;332.0;56.0;5.42145;337.185;60.4644;1.0;0.0;1.0;0.80925;0.15173299999999998;-4.0347;0.7882279999999999;0.09617200000000001;-4.1246599999999995;0.580195;0.859224;0.47954600000000003;-0.786241;6.29514;16.7023;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.187
2654.0;2657.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;332.0;56.0;5.42145;337.05400000000003;60.3303;2.0;0.0;1.0;0.80925;0.15173299999999998;-4.0347;0.7882279999999999;0.09617200000000001;-4.1246599999999995;0.580195;0.859224;0.47954600000000003;-0.786241;6.29514;16.7023;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.198
2654.0;2657.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;332.0;56.0;5.42145;337.05400000000003;60.3303;2.0;0.0;1.0;0.80925;0.15173299999999998;-4.0347;0.7882279999999999;0.09617200000000001;-4.1246599999999995;0.580195;0.859224;0.47954600000000003;-0.786241;6.29514;16.7023;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.209
2655.0;2658.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;329.0;52.0;5.27161;336.92199999999997;60.1962;3.0;0.0;1.0;0.80925;0.15173299999999998;-4.0347;0.7882279999999999;0.09617200000000001;-4.1246599999999995;0.580195;0.859224;0.47954600000000003;-0.786241;6.29514;16.7023;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.220
2656.0;2659.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;328.0;51.0;5.52424;332.635;55.7785;0.0;1.0;1.0;0.8688819999999999;0.175523;-4.1439;0.8124239999999999;0.119978;-4.1304300000000005;0.53072;0.7841359999999999;0.451425;-0.627472;3.13424;8.85345;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.231
2656.0;2659.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;328.0;51.0;5.52424;332.635;55.7785;0.0;1.0;1.0;0.8688819999999999;0.175523;-4.1439;0.8124239999999999;0.119978;-4.1304300000000005;0.53072;0.7841359999999999;0.451425;-0.627472;3.13424;8.85345;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.242
2657.0;2660.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;327.33299999999997;49.3333;5.48631;330.413;53.12;0.0;2.0;1.0;0.8809600000000001;0.182536;-4.1813400000000005;0.8329850000000001;0.138745;-4.1457;0.517432;0.752359;0.432792;-1.10495;1.7852400000000002;8.43498;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.253
2658.0;2661.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;326.0;48.0;5.33876;330.13699999999994;52.8284;1.0;0.0;1.0;0.8809600000000001;0.182536;-4.1813400000000005;0.8329850000000001;0.138745;-4.1457;0.517432;0.752359;0.432792;-1.10495;1.7852400000000002;8.43498;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.264
2658.0;2661.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;326.0;48.0;5.33876;330.13699999999994;52.8284;1.0;0.0;1.0;0.8809600000000001;0.182536;-4.1813400000000005;0.8329850000000001;0.138745;-4.1457;0.517432;0.752359;0.432792;-1.10495;1.7852400000000002;8.43498;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.275
2659.0;2662.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;325.0;47.0;5.43202;329.86199999999997;52.5368;2.0;0.0;1.0;0.8809600000000001;0.182536;-4.1813400000000005;0.8329850000000001;0.138745;-4.1457;0.517432;0.752359;0.432792;-1.10495;1.7852400000000002;8.43498;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.286
2660.0;2663.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;324.0;46.0;5.38815;329.587;52.2452;3.0;0.0;1.0;0.8809600000000001;0.182536;-4.1813400000000005;0.8329850000000001;0.138745;-4.1457;0.517432;0.752359;0.432792;-1.10495;1.7852400000000002;8.43498;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.297
2660.0;2663.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;324.0;46.0;5.38815;329.587;52.2452;3.0;0.0;1.0;0.8809600000000001;0.182536;-4.1813400000000005;0.8329850000000001;0.138745;-4.1457;0.517432;0.752359;0.432792;-1.10495;1.7852400000000002;8.43498;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.308
2661.0;2664.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;323.0;44.0;5.50207;326.08299999999997;47.9122;0.0;1.0;1.0;0.917783;0.224196;-4.19744;0.858424;0.164381;-4.16122;0.491138;0.684376;0.330565;-0.912467;0.469192;4.16829;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.319
2662.0;2665.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;323.0;43.0;5.47993;324.512;45.5877;0.0;2.0;1.0;0.9214889999999999;0.228694;-4.21967;0.877344;0.183674;-4.17876;0.49315699999999996;0.64649;0.197548;-0.7330270000000001;0.119853;2.6907900000000002;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.330
2662.0;2665.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;323.0;43.0;5.47993;324.512;45.5877;0.0;2.0;1.0;0.9214889999999999;0.228694;-4.21967;0.877344;0.183674;-4.17876;0.49315699999999996;0.64649;0.197548;-0.7330270000000001;0.119853;2.6907900000000002;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.341
2663.0;2666.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;322.0;42.0;5.43912;323.236;43.8769;0.0;3.0;1.0;0.9375879999999999;0.230767;-4.25665;0.895417;0.197802;-4.20213;0.510015;0.619047;0.0468168;-0.630506;-0.313235;1.17162;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.352
2664.0;2667.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;322.0;40.0;5.43476;322.4;42.1036;0.0;4.0;1.0;0.938341;0.24516999999999997;-4.27073;0.908294;0.212013;-4.22271;0.545692;0.602676;-0.16764400000000002;-0.447179;-0.7000770000000001;-0.588983;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.363
2665.0;2668.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;321.0;39.0;5.54831;321.509;40.5703;0.0;5.0;1.0;0.928142;0.266933;-4.18855;0.914248;0.228489;-4.21246;0.598435;0.650423;-0.318922;-0.0880735;-0.775943;-2.40378;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.374
2665.0;2668.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;321.0;39.0;5.54831;321.509;40.5703;0.0;5.0;1.0;0.928142;0.266933;-4.18855;0.914248;0.228489;-4.21246;0.598435;0.650423;-0.318922;-0.0880735;-0.775943;-2.40378;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.385
2666.0;2669.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;320.0;38.0;5.74881;320.575;39.1831;0.0;6.0;1.0;0.9044610000000001;0.297838;-4.0475;0.9113120000000001;0.249293;-4.16297;0.567539;0.684491;-0.237314;0.0805212;-0.646205;-3.2258400000000003;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.396
2667.0;2670.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;319.0;36.0;5.4288099999999995;319.606;37.5799;0.0;7.0;1.0;0.966975;0.274395;-4.29674;0.928011;0.256824;-4.2031;0.6183350000000001;0.779756;-0.309583;0.5561229999999999;-0.00693804;-4.49116;2.0;4.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;675.0;304.0;1024.0;1024.0;1024.0;224.0;1024.0;1024.0;1024.0;1824.0;3.0;0.0;0.0;0.00022151900000000002;0.0;;1970-01-01 00:00:00.407
