ID;RS_ID;time;insect_log;imLx_drone; imLy_drone; disparity_drone; imLx_pred_drone; imLy_pred_drone; n_frames_lost_drone; n_frames_tracking_drone; foundL_drone; posX_drone; posY_drone; posZ_drone; sposX_drone; sposY_drone; sposZ_drone; svelX_drone; svelY_drone; svelZ_drone; saccX_drone; saccY_drone; saccZ_drone; imLx_insect; imLy_insect; disparity_insect; imLx_pred_insect; imLy_pred_insect; n_frames_lost_insect; n_frames_tracking_insect; foundL_insect; posX_insect; posY_insect; posZ_insect; sposX_insect; sposY_insect; sposZ_insect; svelX_insect; svelY_insect; svelZ_insect; saccX_insect; saccY_insect; saccZ_insect; valid; posErrX; posErrY; posErrZ; velX; velY; velZ; accX; accY; accZ; hoverthrottle; autoThrottle; autoRoll; autoPitch; autoYaw; joyThrottle; joyRoll; joyPitch; joyYaw; joyArmSwitch; joyModeSwitch; joyTakeoffSwitch; dt; velx_sp; vely_sp; velz_sp;
610;616;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;80;6.63955;306;80;0;1;1;0.88846;-1.09228;-3.24257;0.88846;-1.09228;-3.24257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
611;617;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;80;6.70664;306.182;80;0;2;1;0.864674;-1.08135;-3.21013;0.881324;-1.089;-3.23283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
612;618;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;80;6.57994;306.796;80;0;3;1;0.86614;-1.10218;-3.27194;0.876769;-1.09295;-3.24457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
613;619;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;81;6.68887;307.671;80.2079;0;4;1;0.844564;-1.08994;-3.21384;0.867107;-1.09205;-3.23535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
614;620;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313;81;6.65443;308.939;80.3966;0;5;1;0.833922;-1.09558;-3.23048;0.857152;-1.09311;-3.23389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
615;621;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;82;6.7043;310.24;80.8073;0;6;1;0.820266;-1.09312;-3.20164;0.846086;-1.09311;-3.22421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
616;622;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;81;6.57555;311.524;80.8627;0;7;1;0.82873;-1.10872;-3.26923;0.840879;-1.09779;-3.23772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
617;623;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;81;6.57555;311.553;80.8674;1;0;1;0.82873;-1.10872;-3.26923;0.840879;-1.09779;-3.23772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
618;624;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;81;6.57555;311.582;80.872;2;0;1;0.82873;-1.10872;-3.26923;0.840879;-1.09779;-3.23772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
619;625;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316;82;6.55057;313.278;81.3025;0;1;1;0.824265;-1.11878;-3.27678;0.835895;-1.10409;-3.24944;-0.340091;-0.112951;-0.124286;0.653409;-2.31536;-5.29367;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
620;626;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316;82;6.67141;314.232;81.5442;0;2;1;0.809334;-1.09851;-3.21743;0.827927;-1.10242;-3.23983;-0.350311;-0.0961067;-0.0603963;0.159953;-0.96822;-1.25299;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
621;627;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316.667;82.6667;6.85939;315.053;81.9067;0;3;1;0.782299;-1.07212;-3.12612;0.814238;-1.09333;-3.20572;-0.368502;-0.0614954;0.0524855;0.725195;-0.927499;-2.24782;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
622;628;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317;83;6.55612;315.717;82.2558;0;4;1;0.815946;-1.12366;-3.26909;0.814751;-1.10243;-3.22473;-0.348123;-0.0648152;0.0589193;1.17834;-0.560731;-1.43439;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
623;629;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318;84;6.61445;316.485;82.8005;0;5;1;0.801198;-1.11952;-3.2354;0.810685;-1.10756;-3.22793;-0.314926;-0.0821564;0.0242138;1.74895;-0.581658;-2.52381;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
624;630;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318;84;6.61445;316.589;82.838;1;0;1;0.801198;-1.11952;-3.2354;0.810685;-1.10756;-3.22793;-0.314926;-0.0821564;0.0242138;1.74895;-0.581658;-2.52381;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
625;631;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;85;6.61724;317.549;83.6436;0;1;1;0.793311;-1.12482;-3.22917;0.805473;-1.11274;-3.2283;-0.283234;-0.0890783;0.0395985;1.12552;0.160439;0.744506;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
626;632;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;86;6.64613;318.477;84.4714;0;2;1;0.782346;-1.12568;-3.21028;0.798535;-1.11662;-3.2229;-0.297857;-0.0963445;0.114628;0.819912;0.153123;1.26472;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
627;633;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;86;6.90125;319.101;85.0285;0;3;1;0.753425;-1.08407;-3.09161;0.785002;-1.10685;-3.18351;-0.325686;-0.0729956;0.261622;0.576263;0.171004;1.86139;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
628;634;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;86;7.05892;319.846;85.4181;0;4;1;0.729519;-1.05985;-3.02256;0.768357;-1.09275;-3.13522;-0.352505;-0.0418284;0.398345;0.400531;0.16994;2.30102;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
629;635;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;87;6.83934;320.682;86.0011;0;5;1;0.745636;-1.09946;-3.11489;0.761541;-1.09477;-3.12912;-0.393603;0.00111831;0.566209;0.0846701;0.327609;3.11671;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
630;636;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;87;6.83934;320.879;86.1148;1;0;1;0.745636;-1.09946;-3.11489;0.761541;-1.09477;-3.12912;-0.393603;0.00111831;0.566209;0.0846701;0.327609;3.11671;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
631;637;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;89;6.70757;322.592;87.2898;0;1;1;0.737941;-1.13245;-3.16648;0.754461;-1.10607;-3.14033;-0.404526;0.00511279;0.602049;-0.217505;0.457893;3.60036;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
632;638;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;89;6.70757;322.838;87.4382;1;0;1;0.737941;-1.13245;-3.16648;0.754461;-1.10607;-3.14033;-0.404526;0.00511279;0.602049;-0.217505;0.457893;3.60036;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
633;639;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;89;6.70757;323.084;87.5865;2;0;1;0.737941;-1.13245;-3.16648;0.754461;-1.10607;-3.14033;-0.404526;0.00511279;0.602049;-0.217505;0.457893;3.60036;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
634;640;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329;90;6.83618;326;88.824;0;1;1;0.694827;-1.11673;-3.1022;0.73657;-1.10927;-3.12889;-0.426117;0.0122902;0.625842;-0.510826;0.544556;3.72066;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
635;641;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;91;6.74226;327.845;89.8297;0;2;1;0.697096;-1.13795;-3.14063;0.724728;-1.11788;-3.13241;-0.452128;0.00402779;0.616354;-0.717131;0.593903;3.56788;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
636;642;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332;91;6.63429;329.662;90.4457;0;3;1;0.69338;-1.15647;-3.19174;0.715324;-1.12945;-3.15021;-0.456744;-0.0577452;0.458445;-0.779124;0.396935;2.66463;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
637;643;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333;91;6.6387;331.196;90.8557;0;4;1;0.685394;-1.15571;-3.18962;0.706345;-1.13733;-3.16204;-0.439109;-0.153303;0.203699;-0.697998;-0.0585609;1.08067;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
638;644;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;334;91;6.7187;332.574;91.1369;0;5;1;0.669797;-1.14194;-3.15164;0.695381;-1.13871;-3.15892;-0.439569;-0.208961;0.0429127;-0.541148;-0.594322;-0.744497;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
639;645;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335;91;6.60481;333.857;91.3304;0;6;1;0.673784;-1.16164;-3.20599;0.688902;-1.14559;-3.17304;-0.460058;-0.243716;-0.0722023;-0.490982;-1.10171;-2.46575;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
640;646;2019/11/01 19:59:19;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;91;6.5853;335.391;91.4615;0;7;1;0.660608;-1.16508;-3.21549;0.680414;-1.15144;-3.18578;-0.500251;-0.314586;-0.270447;-0.590582;-1.96614;-5.05805;0;0;0;0;0;0;0;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
