ID;RS_ID;time;insect_log;imLx_drone; imLy_drone; disparity_drone; imLx_pred_drone; imLy_pred_drone; n_frames_lost_drone; n_frames_tracking_drone; foundL_drone; posX_drone; posY_drone; posZ_drone; sposX_drone; sposY_drone; sposZ_drone; svelX_drone; svelY_drone; svelZ_drone; saccX_drone; saccY_drone; saccZ_drone; imLx_insect; imLy_insect; disparity_insect; imLx_pred_insect; imLy_pred_insect; n_frames_lost_insect; n_frames_tracking_insect; foundL_insect; posX_insect; posY_insect; posZ_insect; sposX_insect; sposY_insect; sposZ_insect; svelX_insect; svelY_insect; svelZ_insect; saccX_insect; saccY_insect; saccZ_insect; valid; posErrX; posErrY; posErrZ; velX; velY; velZ; accX; accY; accZ; hoverthrottle; autoThrottle; autoRoll; autoPitch; autoYaw; joyThrottle; joyRoll; joyPitch; joyYaw; joyArmSwitch; joyModeSwitch; joyTakeoffSwitch; dt; velx_sp; vely_sp; velz_sp;
300;303;2019/11/01 19:57:28;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213.6;213.2;11.1508;213.6;213.2;0;1;1;0.94298;-1.10704;-1.54577;0.94298;-1.10704;-1.54577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;580;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
301;304;2019/11/01 19:57:28;0;-1;-1;-1;-1;-1;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;211;11.1667;213.182;213;0;2;1;0.962216;-1.09794;-1.54992;0.948751;-1.10431;-1.54702;0;0;0;0;0;0;0;0;0;0;0.962216;-1.19794;-1.54992;0;0;0;675;580;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
302;305;2019/11/01 19:57:28;0;-1;-1;-1;-1;-1;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;209;11.0021;211.706;212.357;0;3;1;0.999316;-1.10742;-1.57896;0.963921;-1.10524;-1.5566;0;0;0;0;0;0;0;0;0;0;0.999316;-1.20742;-1.57896;0;0;0;675;580;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
303;306;2019/11/01 19:57:28;0;-1;-1;-1;-1;-1;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;209;11.2545;209.27;211.658;0;4;1;0.994658;-1.08259;-1.54355;0.973142;-1.09845;-1.55268;0;0;0;0;0;0;0;0;0;0;0.994658;-1.18259;-1.54355;0;0;0;675;580;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
304;307;2019/11/01 19:57:28;0;-1;-1;-1;-1;-1;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194.4;207.2;11.147;205.73;210.597;0;5;1;1.02935;-1.08687;-1.56365;0.990006;-1.09497;-1.55597;0;0;0;0;0;0;0;0;0;0;1.02935;-1.18687;-1.56365;0;0;0;675;580;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
305;308;2019/11/01 19:57:28;0;-1;-1;-1;-1;-1;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;207;11.1602;201.69;209.671;0;6;1;1.04783;-1.08489;-1.56237;1.00735;-1.09195;-1.55789;0;0;0;0;0;0;0;0;0;0;1.04783;-1.18489;-1.56237;0;0;0;675;580;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
306;309;2019/11/01 19:57:28;0;-1;-1;-1;-1;-1;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187.2;206.4;10.9867;197.783;208.787;0;7;1;1.07711;-1.09994;-1.5888;1.02828;-1.09435;-1.56716;0;0;0;0;0;0;0;0;0;0;1.07711;-1.19994;-1.5888;0;0;0;675;580;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
307;310;2019/11/01 19:57:28;0;-1;-1;-1;-1;-1;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;206;11.0248;193.664;208.005;0;8;1;1.09242;-1.09475;-1.58447;1.04752;-1.09447;-1.57236;0.9859;0.0982148;-0.252959;6.39128;-0.651644;-1.78177;0;0;0;0;1.09242;-1.19475;-1.58447;0;0;0;675;580;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
308;311;2019/11/01 19:57:28;0;-1;-1;-1;-1;-1;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180.4;207.2;10.9063;189.855;207.752;0;9;1;1.11619;-1.11085;-1.59814;1.06812;-1.09938;-1.58009;1.00759;0.0823279;-0.245582;4.23023;0.16122;0.24219;0;0;0;0;1.49485;-1.21085;-1.6953;0;0;0;675;580;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
309;312;2019/11/01 19:57:28;0;-1;-1;-1;-1;-1;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176.4;207.2;10.8616;185.899;207.565;0;10;1;1.13919;-1.11542;-1.60473;1.08944;-1.10419;-1.58748;1.06891;0.0264437;-0.286294;4.60102;-1.42301;-1.93408;0;0;0;0;1.53711;-1.21542;-1.70171;0;0;0;675;580;1024;1024;1024;224;1024;1024;1024;1;4;0;0;0;0;0; 
