rs_id;elapsed;imLx_insect;imLy_insect;disparity_insect;size_insect;score_insect;motion_sum_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;pos_valid_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;vel_valid_insect;svelX_insect;svelY_insect;svelZ_insect;acc_valid_insect;saccX_insect;saccY_insect;saccZ_insect;radius_insect;fp;hunt_id;light_level;
303603;3378.321941;460;0;19.4968;2;0;20;-1;-1;0;1;1;1;-0.194351;-0.204499;-2.37906;-0.194351;-0.204499;-2.37906;0;0;0;0;0;0;0;0;0.00486202;fp_not_a_fp;-1;0.205431;
303604;3378.333069;458;0;19.5695;2.82843;0.0589466;54;460;-1.93888e-05;0;2;1;1;-0.183942;-0.203677;-2.37027;-0.189146;-0.204088;-2.37466;1;0.119313;0.00941589;0.100759;0;0;0;0;0.00685042;fp_not_a_fp;-1;0.205462;
303605;3378.344196;456;0;19.6052;2.82843;0.0589466;159;457.744;-2.59969e-06;0;3;1;1;-0.173937;-0.203244;-2.36599;-0.184076;-0.203807;-2.37177;1;0.268092;0.0170721;0.178558;0;13.371;0.688073;6.99199;0.00683795;fp_not_a_fp;-1;0.205453;
303606;3378.355323;454;2;19.5089;2.82843;0.0744796;96;455.414;-3.40501e-05;0;4;1;1;-0.165002;-0.212253;-2.37229;-0.179308;-0.205918;-2.3719;1;0.397803;-0.0852108;0.115736;0;12.5142;-4.25212;0.673034;0.00687168;fp_not_a_fp;-1;0.205491;
303607;3378.366451;452;4;19.4483;2.82843;0.0904747;52;453.101;2.25531;0;5;1;1;-0.155693;-0.220946;-2.3743;-0.169643;-0.21003;-2.37071;1;0.507364;-0.216252;0.0519693;0;11.6246;-6.75995;-1.46139;0.00689312;fp_not_a_fp;-1;0.205475;
303608;3378.377578;450;6;19.5643;2.82843;0.0765677;154;450.835;4.58011;0;6;1;1;-0.145005;-0.227619;-2.35486;-0.159909;-0.216015;-2.36686;1;0.610452;-0.319319;0.241824;0;11.0346;-7.38566;3.16959;0.00685225;fp_not_a_fp;-1;0.205463;
303609;3378.388705;448;8;19.4907;4.47214;0.0490717;86;448.611;6.89966;0;7;1;1;-0.13575;-0.236492;-2.35837;-0.150362;-0.224327;-2.36496;1;0.681278;-0.422902;0.249145;1;9.28319;-9.88501;1.58609;0.0108753;fp_not_a_fp;-1;0.205457;
303610;3378.399833;446;10;19.3834;2.82843;0.0460823;61;446.329;9.3111;0;8;1;1;-0.126645;-0.245859;-2.36602;-0.140773;-0.232729;-2.36339;1;0.728016;-0.519128;0.132808;1;7.41886;-9.74876;0.383949;0.00691618;fp_not_a_fp;-1;0.205457;
303611;3378.410960;444;10;19.4487;2.82843;0.0751324;138;444.238;11.5143;0;9;1;1;-0.116472;-0.244971;-2.35812;-0.130968;-0.238735;-2.35934;1;0.771087;-0.482502;0.158352;1;5.92522;-5.98194;2.39043;0.00689297;fp_not_a_fp;-1;0.205416;
303612;3378.422087;442;12;19.4597;2.82843;0.0427924;115;442.161;11.3827;0;10;1;1;-0.106589;-0.252858;-2.35139;-0.121364;-0.245045;-2.35847;1;0.803831;-0.49624;0.225772;1;4.34476;-3.9749;-0.360424;0.00688907;fp_not_a_fp;-1;0.205427;
303613;3378.433215;440;14;19.342;2.82843;0.0417465;44;440.111;13.4036;0;11;1;1;-0.0973598;-0.262472;-2.36028;-0.111766;-0.25154;-2.35895;1;0.820616;-0.548816;0.122949;1;3.13052;-2.82874;-2.83493;0.00693099;fp_not_a_fp;-1;0.205422;
303614;3378.444342;438;16;19.2743;2;0.0682722;149;438.09;15.4778;0;12;1;1;-0.0877898;-0.271498;-2.36314;-0.102053;-0.25795;-2.35823;1;0.832586;-0.604009;0.0320458;1;2.34943;-1.90699;-2.26372;0.00491817;fp_not_a_fp;-1;0.205486;
303615;3378.455469;436;16;19.2234;2.82843;0.0597043;96;436.074;17.5705;0;13;1;1;-0.0781601;-0.272154;-2.36944;-0.0924745;-0.264746;-2.36106;1;0.841722;-0.557289;-0.0818104;1;1.58699;-1.6802;-5.39575;0.00697376;fp_not_a_fp;-1;0.205443;
303616;3378.466597;432;18;19.3549;2.82843;0.0787808;54;434.065;17.4073;0;14;1;1;-0.0579631;-0.278311;-2.34796;-0.0803181;-0.271109;-2.3602;1;0.969638;-0.537479;0.127721;1;3.72504;-0.926494;-2.2032;0.00692637;fp_not_a_fp;-1;0.205438;
303617;3378.477723;432;20;19.2293;2.82843;0.0735988;141;429.754;19.4239;0;15;1;1;-0.0582654;-0.288315;-2.3578;-0.0705446;-0.27757;-2.35959;1;0.895357;-0.575413;0.0851781;1;1.67897;-0.597645;-0.849061;0.00697162;fp_not_a_fp;-1;0.205455;
303618;3378.488850;430;22;19.1595;0;0.140027;63;429.959;21.4904;0;16;1;1;-0.048506;-0.297517;-2.36092;-0.0607236;-0.284074;-2.35903;1;0.862329;-0.623177;0.0210631;1;0.667991;-0.430713;-0.247182;0;fp_not_a_fp;-1;0.205463;
303619;3378.499978;426;24;19.4527;2;0.112498;17;428.054;23.5786;0;17;1;1;-0.028208;-0.301;-2.31999;-0.0482356;-0.291286;-2.34667;1;0.97135;-0.603357;0.460966;1;2.91197;-1.03513;12.1938;0.00487307;fp_not_a_fp;-1;0.205447;
303620;3378.511105;424;24;19.2787;2.82843;0.0810652;64;423.764;25.7303;0;18;1;1;-0.0186288;-0.303653;-2.34097;-0.038402;-0.297621;-2.34492;1;1.00232;-0.548617;0.343486;1;0.733973;-0.250316;4.84691;0.00695376;fp_not_a_fp;-1;0.205427;
303621;3378.522232;422;24;19.1964;2.82843;0.0753747;107;421.737;25.5148;0;19;1;1;-0.00883265;-0.30489;-2.35104;-0.0260438;-0.301765;-2.34323;1;0.999562;-0.470203;0.135677;1;2.34107;2.36383;1.13376;0.00698354;fp_not_a_fp;-1;0.205466;
303622;3378.533360;420;26;19.232;2.82843;0.0510174;31;419.731;25.2021;0;20;1;1;0.00111762;-0.312449;-2.34125;-0.0136379;-0.305498;-2.33831;1;0.984981;-0.464458;0.144733;1;2.75555;3.56603;2.77774;0.00697065;fp_not_a_fp;-1;0.205471;
303623;3378.544487;418;28;19.0051;2.82843;0.0515679;128;417.756;27.1779;0;21;1;1;0.0111835;-0.324396;-2.36367;-0.00379005;-0.311347;-2.34923;1;0.968704;-0.539794;-0.127042;1;-0.0594006;1.42816;-13.2112;0.00705384;fp_not_a_fp;-1;0.205485;
303624;3378.555614;416;28;19.1364;2.82843;0.0656632;91;415.863;29.2526;0;22;1;1;0.0210136;-0.322106;-2.3475;0.00612055;-0.31596;-2.35087;1;0.951106;-0.475829;-0.0377278;1;-1.15056;1.63545;-8.56491;0.00700544;fp_not_a_fp;-1;0.205446;
303625;3378.566741;414;30;19.0903;4.47214;0.102761;48;413.901;29.1399;0;23;1;1;0.0310721;-0.331066;-2.34768;0.0160967;-0.322504;-2.35003;1;0.93782;-0.491412;0.00193668;1;-1.38718;-0.476477;-3.00471;0.0111033;fp_not_a_fp;-1;0.205457;
303626;3378.577869;412;32;19.0194;2.82843;0.0354272;133;411.941;31.2254;0;24;1;1;0.041233;-0.340513;-2.35092;0.0261256;-0.329521;-2.35244;1;0.929177;-0.543456;-0.0191119;1;-1.25379;-1.77475;-3.68103;0.00704856;fp_not_a_fp;-1;0.205437;
303627;3378.588996;410;32;19.1152;2.82843;0.0566346;75;409.973;33.3534;0;25;1;1;0.050944;-0.338742;-2.33917;0.0360657;-0.333107;-2.34632;1;0.918407;-0.475337;0.109301;1;-1.13007;1.44833;5.31019;0.00701321;fp_not_a_fp;-1;0.20543;
303628;3378.600123;408;34;19.0536;2.82843;0.0367848;34;407.975;33.2135;0;26;1;1;0.0611359;-0.348035;-2.34124;0.0460963;-0.339589;-2.34475;1;0.913643;-0.493089;0.124738;1;-0.841689;-0.387696;3.65029;0.00703591;fp_not_a_fp;-1;0.205399;
303629;3378.611251;406;36;19.0981;2.82843;0.0288213;100;405.991;35.2786;0;27;1;1;0.070997;-0.355403;-2.3303;0.0560775;-0.345673;-2.34041;1;0.908169;-0.521978;0.240659;1;-0.666174;-0.686579;5.3634;0.00701951;fp_not_a_fp;-1;0.205447;
303630;3378.622378;404;36;19.0668;2.82843;0.0561596;60;403.992;37.4019;0;28;1;1;0.0810564;-0.355921;-2.33416;0.0660333;-0.349525;-2.33622;1;0.905384;-0.47328;0.213609;1;-0.534561;1.57678;5.22851;0.00703101;fp_not_a_fp;-1;0.205418;
303631;3378.633505;402;38;19.0805;5.65685;0.103625;53;401.998;37.2398;0;29;1;1;0.0910114;-0.363853;-2.327;0.0760502;-0.355803;-2.33317;1;0.902867;-0.483713;0.257255;1;-0.34914;-0.188108;3.32398;0.014052;fp_not_a_fp;-1;0.205431;
303632;3378.644633;402;40;18.966;2.82843;0.0840238;164;399.999;39.302;0;30;1;1;0.0916381;-0.374349;-2.33547;0.0836757;-0.362381;-2.33173;1;0.793849;-0.546631;0.145339;1;-2.69132;-1.20277;0.462842;0.00706841;fp_not_a_fp;-1;0.205479;
303633;3378.655760;400;42;19.016;2.82843;0.041577;30;400.299;41.4067;0;31;1;1;0.101444;-0.381577;-2.32381;0.0912874;-0.368925;-2.33011;1;0.759942;-0.585766;0.214225;1;-3.33015;-1.43305;-0.593707;0.0070498;fp_not_a_fp;-1;0.205472;
303634;3378.666887;400;44;19.0665;4.47214;0.0977805;28;398.377;43.5308;0;32;1;1;0.101252;-0.388823;-2.31212;0.0963364;-0.37715;-2.3246;1;0.646803;-0.610287;0.349386;1;-5.80956;-3.07814;3.05084;0.0111172;fp_not_a_fp;-1;0.205464;
303635;3378.678015;398;46;19.132;2.82843;0.0487196;159;398.645;45.6766;1;0;1;1;0.10808;-0.395794;-2.30805;0.100604;-0.385136;-2.31986;1;0.595809;-0.62248;0.407333;1;-6.89861;-3.11765;3.37201;-1;fp_not_a_fp;-1;0.205489;
303636;3378.689142;398;48;19.053;2.82843;0.0713575;21;397.413;47.4064;0;1;1;1;0.111428;-0.405557;-2.30271;0.105551;-0.392938;-2.31167;1;0.537116;-0.660038;0.440539;1;-5.76807;-2.54794;6.63235;0.00703613;fp_not_a_fp;-1;0.205447;
303637;3378.700270;396;50;18.9303;2.82843;0.0498143;28;396.884;49.8328;0;2;1;1;0.122242;-0.416436;-2.31209;0.110751;-0.401653;-2.30874;1;0.568313;-0.716072;0.29052;1;-4.30532;-2.92761;1.71408;0.00708172;fp_not_a_fp;-1;0.205465;
303638;3378.711398;396;52;19.1912;2.82843;0.0595833;222;394.828;51.8825;0;3;1;1;0.120657;-0.418978;-2.27516;0.115602;-0.409191;-2.2995;1;0.490549;-0.677028;0.614783;1;-3.51038;-1.4995;5.96218;0.00698546;fp_not_a_fp;-1;0.205476;
303639;3378.722525;396;54;19.2042;2.82843;0.05567;65;394.935;53.9501;0;4;1;1;0.120652;-0.42689;-2.26811;0.118745;-0.416965;-2.28952;1;0.395779;-0.665233;0.75114;1;-4.49397;-0.960591;7.7239;0.00698073;fp_not_a_fp;-1;0.205491;
303640;3378.733652;396;56;18.9114;2.82843;0.0483453;36;395.143;55.9835;0;5;1;1;0.122598;-0.441824;-2.29765;0.121537;-0.426032;-2.28825;1;0.328436;-0.746689;0.373143;1;-4.68832;-1.94688;-1.51475;0.00708882;fp_not_a_fp;-1;0.205472;
303641;3378.744781;396;58;19.346;2.82843;0.0407621;210;395.36;57.9608;0;6;1;1;0.119919;-0.440035;-2.24057;0.120957;-0.431932;-2.27037;1;0.228016;-0.664608;0.823547;1;-7.64525;1.15606;11.9743;0.00692957;fp_not_a_fp;-1;0.205526;
303642;3378.755908;396;60;19.2204;2.82843;0.0342333;66;395.546;60.0175;0;7;1;1;0.120779;-0.4511;-2.24971;0.120987;-0.439962;-2.26401;1;0.167289;-0.67275;0.799837;1;-7.26255;0.0959572;4.15675;0.00697485;fp_not_a_fp;-1;0.205485;
303643;3378.767035;398;62;19.2044;2;0.130637;42;395.689;62.0079;0;8;1;1;0.111084;-0.459734;-2.24604;0.118595;-0.448173;-2.25849;1;0.00971897;-0.689278;0.730169;1;-8.67354;-0.540381;-0.472022;0.00493605;fp_not_a_fp;-1;0.205443;
303644;3378.778163;398;64;19.1343;2.82843;0.00629408;236;398.076;64.0068;0;9;1;1;0.111568;-0.469646;-2.24875;0.115838;-0.455129;-2.24627;1;-0.0510907;-0.721806;0.577131;1;-8.52665;0.558958;4.58253;0.00700624;fp_not_a_fp;-1;0.205468;
303645;3378.789291;398;66;19.3484;2.82843;0.0114217;69;398.225;66.0002;0;10;1;1;0.110409;-0.472583;-2.2184;0.11346;-0.463266;-2.24073;1;-0.0829904;-0.67685;0.788174;1;-6.98734;-0.274995;-0.794531;0.0069287;fp_not_a_fp;-1;0.205441;
