ID;RS_ID;time;insect_log;imLx_drone; imLy_drone; disparity_drone; imLx_pred_drone; imLy_pred_drone; n_frames_lost_drone; n_frames_tracking_drone; foundL_drone; posX_drone; posY_drone; posZ_drone; sposX_drone; sposY_drone; sposZ_drone; svelX_drone; svelY_drone; svelZ_drone; saccX_drone; saccY_drone; saccZ_drone; dtrkr_state;imLx_insect; imLy_insect; disparity_insect; imLx_pred_insect; imLy_pred_insect; n_frames_lost_insect; n_frames_tracking_insect; foundL_insect; posX_insect; posY_insect; posZ_insect; sposX_insect; sposY_insect; sposZ_insect; svelX_insect; svelY_insect; svelZ_insect; saccX_insect; saccY_insect; saccZ_insect; trkrs_state;interceptor_state;hunt_vol_check;nav_state;valid; flight_mode;target_pos_x; target_pos_y; target_pos_z; hoverthrottle; autoThrottle; autoRoll; autoPitch; autoYaw; joyThrottle; joyRoll; joyPitch; joyYaw; joyArmSwitch; joyModeSwitch; joyTakeoffSwitch;dt; heading; Sheading;
2698;2701;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;288.25;48.25;5.96371;289.385;45.925;0;2;1;1.13783;0.251368;-3.85188;1.08726;0.277825;-3.85243;0.339445;-0.0667029;1.27671;1.27848;-0.0602038;0.574115;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2699;2702;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;287;50;6.35595;287.616;47.5411;0;3;1;1.07744;0.283273;-3.6062;1.08432;0.279459;-3.77856;0.309383;-0.0660521;1.50189;0.878317;-0.00282264;2.02866;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2700;2703;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;284.889;50.6667;5.86119;285.734;48.8388;0;4;1;1.18638;0.222362;-3.90732;1.11494;0.26233;-3.81719;0.3682;-0.121688;1.39695;0.643905;-0.137199;2.52315;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2701;2704;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;285;53;6.32229;284.484;50.4952;0;5;1;1.09898;0.260405;-3.61166;1.11015;0.261753;-3.75553;0.402734;-0.17343;1.31338;0.619149;-0.441061;2.08703;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2702;2705;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;282;54.5714;5.97008;282.662;52.1664;0;6;1;1.18892;0.209006;-3.81712;1.13378;0.245929;-3.77401;0.420077;-0.216698;1.33804;0.546562;-0.719936;1.99479;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2703;2706;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;281.333;56.6667;6.29284;281.181;54.0225;0;7;1;1.13323;0.233458;-3.61169;1.13362;0.242188;-3.72531;0.523656;-0.317582;1.31131;1.25774;-1.56781;1.2493;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2704;2707;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;279.333;57.3333;6.57076;279.517;55.5565;0;8;1;1.10051;0.259634;-3.456;1.12368;0.247421;-3.64452;0.459609;-0.311943;1.61693;1.23443;-1.91986;2.10799;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2705;2708;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;278.727;60.1818;6.44752;278.165;57.5546;0;9;1;1.12624;0.228452;-3.50926;1.12445;0.241731;-3.60394;0.436007;-0.337807;1.66737;1.24623;-2.23696;1.92554;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2706;2709;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;277;63;6.54207;276.683;59.8776;0;10;1;1.12315;0.221343;-3.44607;1.12406;0.235614;-3.55658;0.298032;-0.309353;2.04096;0.467573;-2.09147;3.72667;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2707;2710;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;277.75;64.25;6.60028;275.897;61.9335;0;11;1;1.10757;0.22006;-3.41019;1.11911;0.230948;-3.51266;0.214605;-0.308607;2.19428;-0.470602;-1.7946;5.75316;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2708;2711;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;276.667;66.6667;6.51275;275.031;64.1652;0;12;1;1.13076;0.195143;-3.44528;1.12261;0.220207;-3.49245;0.0841526;-0.287866;2.44074;-1.62361;-1.36092;7.85467;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2709;2712;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;275;69;6.39942;273.92;66.4951;0;13;1;1.1638;0.166931;-3.49574;1.13497;0.204224;-3.49344;0.0558805;-0.324298;2.39026;-2.84187;-0.843364;9.02073;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2710;2713;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;274.25;70.25;6.48771;272.924;68.5478;0;14;1;1.15374;0.169744;-3.44259;1.1406;0.19388;-3.47818;0.101061;-0.408355;2.09829;-3.1367;-0.890965;7.33436;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2711;2714;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;274;73;6.77006;272.171;70.8752;0;15;1;1.10746;0.185748;-3.28725;1.13066;0.19144;-3.4209;0.085422;-0.445808;1.98979;-3.28181;-0.965796;5.68794;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2712;2715;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;273.5;74.6667;7.05178;271.513;73.0539;0;16;1;1.06676;0.206659;-3.14908;1.11149;0.196006;-3.33936;0.00106097;-0.42563;2.06119;-3.1548;-1.04374;3.4935;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2713;2716;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;272.909;77.2727;6.48281;270.895;75.4217;0;17;1;1.16494;0.125053;-3.41382;1.12753;0.17472;-3.3617;0.0342257;-0.47988;1.83948;-2.61308;-1.31009;0.679513;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2714;2717;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;272.667;78.6667;6.47072;270.417;77.5376;0;18;1;1.16899;0.114742;-3.41397;1.13996;0.156727;-3.37738;0.0898365;-0.541386;1.56314;-1.54516;-1.79828;-3.09631;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2715;2718;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;273;81;6.498;270.222;79.768;0;19;1;1.16152;0.10363;-3.38923;1.14643;0.140798;-3.38093;0.0996806;-0.578074;1.38708;-0.752212;-2.09223;-5.86321;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2716;2719;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;273;82;6.72373;270.125;81.6542;0;20;1;1.12253;0.12599;-3.27114;1.13926;0.136355;-3.348;0.0544671;-0.576524;1.35204;-0.637362;-1.92679;-6.49748;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2717;2720;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;271.75;84.25;7.10786;269.699;83.6874;0;21;1;1.07065;0.157634;-3.0852;1.11868;0.142739;-3.26916;-0.0151599;-0.540365;1.4171;-0.784013;-1.53361;-6.18507;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2718;2721;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;271.333;85.3333;6.45151;269.298;85.4538;0;22;1;1.1828;0.070186;-3.39421;1.13791;0.120973;-3.30667;0.0964031;-0.623805;0.980751;-0.0897334;-1.71143;-8.02491;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2719;2722;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;272;88;6.80713;269.261;87.5303;0;23;1;1.11611;0.100202;-3.20554;1.13137;0.114742;-3.27634;0.073199;-0.613759;0.929276;0.101769;-1.5614;-8.44915;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2720;2723;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;272;90;6.72572;269.274;89.6179;0;24;1;1.12962;0.077809;-3.23574;1.13085;0.103662;-3.26416;0.00751205;-0.580127;1.00963;-0.267637;-1.09152;-7.27952;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2721;2724;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;271.667;92.3333;6.33237;269.214;91.8182;0;25;1;1.20242;0.00863;-3.42606;1.15232;0.075153;-3.31273;0.0280125;-0.610178;0.878105;-0.446733;-0.783099;-6.39989;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2722;2725;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;272;94.5;7.2338;269.312;94.046;0;26;1;1.05028;0.113745;-2.99045;1.12171;0.08673;-3.21605;-0.0532727;-0.564236;1.05368;-0.698193;-0.4208;-5.03114;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2723;2726;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;272;97;7.44885;269.419;96.3976;0;27;1;1.01996;0.124224;-2.8944;1.09118;0.097978;-3.11955;-0.141732;-0.51725;1.22951;-0.92426;-0.160191;-3.76766;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2724;2727;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;273;98;7.09765;269.847;98.3591;0;28;1;1.06339;0.077628;-3.03354;1.08284;0.091873;-3.09375;-0.3049;-0.426532;1.58781;-2.15677;0.691502;0.163103;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2725;2728;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;274;102;7.4964;270.508;100.993;0;29;1;1.00016;0.102309;-2.85673;1.05804;0.095004;-3.02264;-0.475724;-0.334724;1.96555;-3.48565;1.52896;4.23522;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2726;2729;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;275;103;7.40854;271.335;103.157;0;30;1;1.00528;0.08676;-2.8867;1.04221;0.09253;-2.98186;-0.639314;-0.245278;2.30639;-4.67386;2.25427;7.71851;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2727;2730;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;276;107;7.1608;272.28;105.934;0;31;1;1.03308;0.034153;-2.9704;1.03947;0.075017;-2.97842;-0.83413;-0.147707;2.71855;-6.24644;3.19899;11.9791;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2728;2731;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;277;109;7.26044;273.307;108.517;0;32;1;1.01202;0.035509;-2.92166;1.03124;0.063165;-2.96139;-0.861698;-0.182714;2.64789;-6.97568;3.44271;13.5527;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2729;2732;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;278.5;112;7.26578;274.551;111.275;0;33;1;1.00096;0.019372;-2.90755;1.02216;0.050027;-2.94524;-0.792622;-0.301084;2.28471;-6.78422;2.92871;12.3447;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2730;2733;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;280;116;7.27925;275.948;114.479;0;34;1;0.988818;-0.001277;-2.88626;1.01215;0.034636;-2.92755;-0.757816;-0.409183;2.03442;-5.87889;1.8265;9.19001;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2731;2734;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;281.429;118;7.34658;277.432;117.364;0;35;1;0.970042;-0.003642;-2.85193;0.999521;0.023152;-2.90486;-0.688335;-0.532392;1.69092;-4.37624;0.306669;4.41747;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2732;2735;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;283.333;121.333;7.26114;279.126;120.441;0;36;1;0.968351;-0.033552;-2.8722;0.99017;0.006141;-2.89506;-0.620785;-0.664363;1.36111;-2.55176;-1.48928;-1.12375;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2733;2736;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;285;123;7.30382;280.894;123.123;0;37;1;0.951293;-0.037095;-2.84881;0.978507;-0.00683;-2.88119;-0.615887;-0.725409;1.20491;-0.659675;-3.20017;-6.71778;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2734;2737;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;287;127;7.20947;282.817;126.261;0;38;1;0.949883;-0.0726;-2.87002;0.96992;-0.026561;-2.87784;-0.614354;-0.793493;1.05656;0.591767;-4.35876;-10.3844;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2735;2738;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;289;131;7.38492;284.85;129.729;0;39;1;0.913787;-0.07036;-2.78615;0.95308;-0.039699;-2.85033;-0.644412;-0.834346;1.01289;0.946823;-4.74442;-11.3086;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2736;2739;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;291;134;7.4582;286.958;133.113;0;40;1;0.891412;-0.07671;-2.74713;0.934579;-0.0508;-2.81937;-0.696381;-0.841731;1.03965;0.813387;-4.57369;-10.757;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2737;2740;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;294;138;7.48962;289.437;136.753;0;41;1;0.867662;-0.09414;-2.72014;0.914504;-0.0638;-2.7896;-0.757274;-0.852226;1.08399;0.21278;-4.02122;-8.8775;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2738;2741;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;295.333;140.667;7.43478;291.648;140.15;0;42;1;0.865103;-0.11644;-2.72982;0.899684;-0.0796;-2.77167;-0.81565;-0.853658;1.14307;-0.650372;-3.16854;-6.19709;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2739;2742;2019/11/20 17:01:00;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;295.333;140.667;7.43478;292.06;142.354;1;0;1;0.865103;-0.11644;-2.72982;0.899684;-0.0796;-2.77167;-0.81565;-0.853658;1.14307;-0.650372;-3.16854;-6.19709;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2740;2743;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;300;146;7.45314;295.537;145.965;0;1;1;0.831691;-0.14295;-2.70238;0.879286;-0.0986;-2.75088;-0.828954;-0.826267;1.13178;-1.1194;-2.24629;-3.96853;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2741;2744;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;303;150;7.35893;298.711;149.651;0;2;1;0.821973;-0.17907;-2.72124;0.862092;-0.12274;-2.74199;-0.866394;-0.824926;1.14399;-1.53421;-1.45535;-2.08193;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2742;2745;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;304;152;7.53361;301.146;152.765;0;3;1;0.796284;-0.1637;-2.65046;0.84235;-0.13503;-2.71453;-0.898789;-0.821205;1.15115;-1.79108;-0.828239;-0.775965;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2743;2746;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;306.571;156;7.36324;303.657;156.184;0;4;1;0.797261;-0.21158;-2.69605;0.828823;-0.158;-2.70899;-0.901209;-0.859579;1.06847;-1.77564;-0.558024;-0.366934;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2744;2747;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;309;159;7.44715;306.196;159.5;0;5;1;0.771986;-0.21489;-2.65401;0.811772;-0.17506;-2.69249;-0.892307;-0.896519;0.973431;-1.52751;-0.486397;-0.598517;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2745;2748;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;311.333;162.667;7.5;308.731;162.961;0;6;1;0.751004;-0.22659;-2.62115;0.793542;-0.19052;-2.67109;-0.898638;-0.917539;0.928277;-1.20052;-0.51046;-1.0942;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2746;2749;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;313;165;7.63155;311.055;166.103;0;7;1;0.727148;-0.21875;-2.56711;0.773624;-0.19899;-2.6399;-0.961063;-0.951351;1.0001;-1.24779;-0.8057;-1.18228;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2747;2750;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;315;168;7.48465;313.332;169.226;0;8;1;0.728071;-0.25801;-2.6059;0.759958;-0.2167;-2.6297;-0.984432;-0.945946;1.04841;-1.21996;-0.96662;-1.09097;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2748;2751;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;317;171;7.57265;315.574;172.336;0;9;1;0.706417;-0.2601;-2.56414;0.743895;-0.22972;-2.61003;-0.983758;-0.945634;1.04628;-1.07123;-1.07678;-1.07331;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2749;2752;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;319;173;7.59444;317.79;175.116;0;10;1;0.691233;-0.26735;-2.54916;0.728097;-0.24101;-2.59177;-0.992425;-0.898826;1.09578;-1.00694;-0.802773;-0.534974;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2750;2753;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;321;177;7.49487;319.984;178.294;0;11;1;0.687085;-0.30525;-2.56757;0.715793;-0.26028;-2.58451;-0.978671;-0.879539;1.08861;-0.948991;-0.413866;0.138883;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2751;2754;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;323;179;7.68943;322.161;181.123;0;12;1;0.656707;-0.28408;-2.49508;0.698067;-0.26742;-2.55768;-0.968405;-0.834755;1.10598;-0.847952;0.0822138;0.792841;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2752;2755;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;325;183;7.50453;324.324;184.335;0;13;1;0.659573;-0.33618;-2.54112;0.686519;-0.28805;-2.55271;-0.928826;-0.856433;1.0117;-0.380059;0.428308;0.522006;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2753;2756;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;326;186;7.62596;326.155;187.506;0;14;1;0.642519;-0.33172;-2.48926;0.673319;-0.30115;-2.53368;-0.903219;-0.851052;0.990397;0.0962212;0.635872;0.081568;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2754;2757;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;327;189;7.49665;327.744;190.645;0;15;1;0.646939;-0.37012;-2.52062;0.665405;-0.32184;-2.52976;-0.855322;-0.878446;0.91474;0.570541;0.649788;-0.476254;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2755;2758;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;329;192;7.75878;329.476;193.761;0;16;1;0.612204;-0.34126;-2.42426;0.649445;-0.32767;-2.49811;-0.827229;-0.873068;0.922802;1.00191;0.492719;-0.976394;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2756;2759;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;330.8;195.6;7.63117;331.247;197.05;0;17;1;0.610658;-0.38206;-2.45114;0.637809;-0.34398;-2.48402;-0.807707;-0.85804;0.954915;1.28375;0.381468;-1.11963;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2757;2760;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;332;199;7.79724;332.855;200.4;0;18;1;0.589964;-0.37144;-2.38631;0.623455;-0.35222;-2.45471;-0.782529;-0.853405;0.984094;1.5124;0.154413;-1.15843;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
2758;2761;2019/11/20 17:01:01;0;-1;-1;-1;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;334;201;7.78795;334.598;203.347;0;19;1;0.577838;-0.38347;-2.38172;0.60977;-0.36159;-2.43281;-0.775954;-0.805691;1.06919;1.51782;0.295244;-0.465513;2;4;5;5;0;3;0;0;0;675;304;1024;1024;1024;224;1024;1024;1024;1824;3;0;0;0.000221519;0; 
