RS_ID;imLx_insect;imLy_insect;disparity_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;svelX_insect;svelY_insect;svelZ_insect;saccX_insect;saccY_insect;saccZ_insect;Unnamed: 22;time
7056.0;399.75;139.75;9.49848;378.724;145.856;0.0;49.0;1.0;0.11714200000000001;-0.661176;-2.1775700000000002;0.11744500000000001;-0.671082;-2.03357;0.7494029999999999;0.40669;-2.7706;-8.14403;2.1632599999999997;-11.7735;;1970-01-01 00:00:00.770
7057.0;402.4;135.0;9.47075;380.80800000000005;140.442;0.0;50.0;1.0;0.103546;-0.641471;-2.19643;0.113275;-0.662199;-2.08243;0.552276;0.41071199999999997;-2.88757;-8.85635;1.51342;-11.4422;;1970-01-01 00:00:00.781
7058.0;405.6;128.0;9.09762;383.574;134.374;0.0;51.0;1.0;0.090272;-0.634582;-2.30567;0.106374;-0.653914;-2.1494;0.356994;0.41640200000000005;-3.04077;-9.54762;1.00124;-11.033;;1970-01-01 00:00:00.792
7058.0;405.6;128.0;9.09762;383.574;134.374;0.0;51.0;1.0;0.090272;-0.634582;-2.30567;0.106374;-0.653914;-2.1494;0.356994;0.41640200000000005;-3.04077;-9.54762;1.00124;-11.033;;1970-01-01 00:00:00.803
7059.0;407.6;122.8;8.82986;386.43800000000005;128.411;0.0;52.0;1.0;0.0817265;-0.628415;-2.39025;0.0989799;-0.6462640000000001;-2.22165;0.173953;0.408853;-3.2747;-10.1011;0.495751;-11.1808;;1970-01-01 00:00:00.814
7060.0;410.0;118.0;8.71691;389.486;122.65799999999999;0.0;53.0;1.0;0.0690706;-0.612799;-2.43493;0.0900071;-0.636225;-2.2856400000000003;0.00323279;0.425125;-3.4471300000000005;-10.4658;0.209105;-11.2005;;1970-01-01 00:00:00.825
7060.0;410.0;118.0;8.71691;389.486;122.65799999999999;0.0;53.0;1.0;0.0690706;-0.612799;-2.43493;0.0900071;-0.636225;-2.2856400000000003;0.00323279;0.425125;-3.4471300000000005;-10.4658;0.209105;-11.2005;;1970-01-01 00:00:00.836
7061.0;413.231;110.76899999999999;8.56939;392.91900000000004;116.291;0.0;54.0;1.0;0.0514794;-0.586942;-2.49785;0.0784488;-0.62144;-2.3493;-0.154278;0.47023400000000004;-3.5753199999999996;-10.6162;0.269646;-10.8251;;1970-01-01 00:00:00.847
7062.0;416.0;104.0;8.47259;396.468;109.631;0.0;55.0;1.0;0.03578630000000001;-0.559175;-2.54628;0.0656501;-0.6027600000000001;-2.4083900000000003;-0.299367;0.55493;-3.6417599999999997;-10.5572;0.753664;-9.9733;;1970-01-01 00:00:00.858
7062.0;416.0;104.0;8.47259;396.468;109.631;0.0;55.0;1.0;0.03578630000000001;-0.559175;-2.54628;0.0656501;-0.6027600000000001;-2.4083900000000003;-0.299367;0.55493;-3.6417599999999997;-10.5572;0.753664;-9.9733;;1970-01-01 00:00:00.869
