ID;RS_ID;time;insect_log;imLx_drone; imLy_drone; disparity_drone; imLx_pred_drone; imLy_pred_drone; n_frames_lost_drone; n_frames_tracking_drone; foundL_drone; posX_drone; posY_drone; posZ_drone; sposX_drone; sposY_drone; sposZ_drone; svelX_drone; svelY_drone; svelZ_drone; saccX_drone; saccY_drone; saccZ_drone; imLx_insect; imLy_insect; disparity_insect; imLx_pred_insect; imLy_pred_insect; n_frames_lost_insect; n_frames_tracking_insect; foundL_insect; posX_insect; posY_insect; posZ_insect; sposX_insect; sposY_insect; sposZ_insect; svelX_insect; svelY_insect; svelZ_insect; saccX_insect; saccY_insect; saccZ_insect; valid; posErrX; posErrY; posErrZ; velX; velY; velZ; accX; accY; accZ; hoverthrottle; autoThrottle; autoRoll; autoPitch; autoYaw; joyThrottle; joyRoll; joyPitch; joyYaw; joyArmSwitch; joyModeSwitch; joyTakeoffSwitch; throttleP; throttleI; throttleD; dt; dx; dy; dz; velx_sp; vely_sp; velz_sp;
1116;1119;2019/07/17 13:12:37;0;506.824;319.569;9.1906;503.352;321.349;0;60;1;-0.454487;-1.58065;-1.73159;-0.408774;-1.58776;-1.69344;-0.91369;0.550232;-0.465601;-3.12025;0.233642;-2.13694;554;253;9.75988;554.887;250.093;0;167;1;-0.669178;-1.19947;-1.81038;-0.669845;-1.21172;-1.79385;-0.088283;0.388027;-0.508944;1.29599;-1.0749;-0.136005;1;0.260404;-0.388289;0.116941;-0.669178;-1.19947;-1.81038;-0.140746;0.723662;-0.140746;1000;1040;887;1070;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166968;0;0;0;0.520809;-0.504776;0.198799; 
1117;1120;2019/07/17 13:12:37;0;510.113;316.151;9.29022;506.916;318.323;0;61;1;-0.467282;-1.54811;-1.72272;-0.426326;-1.57586;-1.70222;-0.960626;0.545374;-0.508397;-3.06109;0.30361;-2.0241;554;251;9.63853;554.674;248.373;0;168;1;-0.677603;-1.20578;-1.83864;-0.672172;-1.20994;-1.80729;-0.0701281;0.356303;-0.530472;1.34919;-1.38534;-0.455367;1;0.251277;-0.370085;0.136421;-0.677603;-1.20578;-1.83864;-0.818614;1.02306;-0.818614;1000;1043;867;1103;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;0.502554;-0.481111;0.231916; 
1118;1121;2019/07/17 13:12:37;0;513.404;313.684;9.2462;510.487;315.404;0;62;1;-0.487264;-1.54418;-1.73795;-0.444608;-1.56636;-1.71294;-1.00302;0.525966;-0.566168;-3.00161;0.187521;-2.11311;553;249;9.68854;554.198;246.577;0;169;1;-0.668955;-1.19081;-1.8346;-0.671207;-1.2042;-1.81548;-0.0474302;0.338344;-0.53652;1.42991;-1.47735;-0.54451;1;0.224348;-0.37555;0.121653;-0.668955;-1.19081;-1.8346;-2.28296;0.600998;-2.28296;1000;1063;822;1077;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166968;0;0;0;0.448695;-0.488215;0.20681; 
1119;1122;2019/07/17 13:12:37;0;516.7;310.667;9.23472;514.061;312.389;0;63;1;-0.505683;-1.53225;-1.74873;-0.46293;-1.55613;-1.72368;-1.03659;0.510522;-0.61899;-2.89289;-0.0105907;-2.29341;553;247;9.74767;553.85;244.724;0;170;1;-0.664897;-1.17489;-1.82887;-0.669314;-1.19541;-1.8195;-0.0254134;0.330455;-0.528145;1.46071;-1.47624;-0.532813;1;0.201967;-0.381236;0.105197;-0.664897;-1.17489;-1.82887;-3.49632;0.237447;-3.49632;1000;1079;788;1042;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;0.403934;-0.495607;0.178834; 
1120;1123;2019/07/17 13:12:37;0;520.5;308;9.20361;517.792;309.419;0;64;1;-0.527995;-1.52516;-1.76228;-0.482449;-1.54684;-1.73526;-1.06732;0.505744;-0.654059;-2.75237;-0.201962;-2.43847;554;245;9.64881;553.916;242.83;0;171;1;-0.676881;-1.17815;-1.85308;-0.671584;-1.19023;-1.82957;-0.0218453;0.32321;-0.530144;1.36555;-1.39973;-0.513932;1;0.194432;-0.368689;0.117821;-0.676881;-1.17815;-1.85308;-4.0526;0.421045;-4.0526;1000;1082;779;1040;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016697;0;0;0;0.388864;-0.479296;0.200295; 
1121;1124;2019/07/17 13:12:37;0;523.472;304.415;9.17877;521.372;306.192;0;65;1;-0.545579;-1.51274;-1.77734;-0.501388;-1.53661;-1.74788;-1.08839;0.519837;-0.675084;-2.55239;-0.279833;-2.47723;554;243;9.51236;553.963;240.906;0;172;1;-0.686591;-1.18614;-1.8852;-0.676086;-1.189;-1.84626;-0.0368868;0.305597;-0.555639;1.1487;-1.26822;-0.490083;1;0.185203;-0.350468;0.137319;-0.686591;-1.18614;-1.8852;-4.30824;1.02253;-4.30824;1000;1076;786;1059;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;0.370406;-0.455608;0.233443; 
1122;1125;2019/07/17 13:12:37;0;527;301.821;9.1565;525.013;303.098;0;66;1;-0.566134;-1.50442;-1.78913;-0.520812;-1.52695;-1.76026;-1.10037;0.554689;-0.671826;-2.27679;-0.150105;-2.30973;554;241;9.52215;553.996;238.96;0;173;1;-0.685884;-1.17602;-1.8888;-0.679026;-1.18511;-1.85902;-0.0587887;0.289615;-0.593597;0.806978;-1.15386;-0.632036;1;0.165073;-0.35093;0.128542;-0.685884;-1.17602;-1.8888;-4.88075;1.56781;-4.88075;1000;1069;789;1073;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166968;0;0;0;0.330145;-0.456209;0.218521; 
1123;1126;2019/07/17 13:12:37;0;530.444;299;9.15905;528.67;300.03;0;67;1;-0.584742;-1.49094;-1.79675;-0.539991;-1.51615;-1.7712;-1.11405;0.571239;-0.678517;-1.97864;0.0132085;-2.06507;554;239;9.50974;554.019;236.998;0;174;1;-0.68678;-1.16864;-1.89681;-0.681352;-1.18017;-1.87036;-0.0719242;0.292628;-0.607973;0.477016;-0.946546;-0.688653;1;0.146789;-0.347505;0.125602;-0.68678;-1.16864;-1.89681;-5.46154;1.90216;-5.46154;1000;1064;791;1085;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;0.293577;-0.451756;0.213523; 
1124;1127;2019/07/17 13:12:37;0;533.286;295.893;9.08457;532.142;296.892;0;68;1;-0.605143;-1.48868;-1.8205;-0.559537;-1.50791;-1.78599;-1.1273;0.576122;-0.698777;-1.6834;0.20818;-1.76851;554;237;9.51605;554.034;235.025;0;175;1;-0.686324;-1.15896;-1.90109;-0.682844;-1.17381;-1.87958;-0.0896143;0.296921;-0.6207;0.117784;-0.733316;-0.74929;1;0.126788;-0.348943;0.115096;-0.686324;-1.15896;-1.90109;-6.12318;1.95013;-6.12318;1000;1062;792;1081;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166968;0;0;0;0.253575;-0.453626;0.195664; 
1125;1128;2019/07/17 13:12:37;0;536.151;293.132;9.06254;535.485;293.817;0;69;1;-0.62239;-1.47939;-1.83295;-0.578393;-1.49935;-1.80008;-1.13739;0.572361;-0.724321;-1.41249;0.371813;-1.48166;555;235;9.44062;554.364;233.043;0;176;1;-0.697094;-1.15925;-1.92186;-0.687119;-1.16944;-1.89226;-0.124856;0.28183;-0.662944;-0.326366;-0.634131;-0.987777;1;0.118701;-0.340102;0.121783;-0.697094;-1.15925;-1.92186;-6.11335;2.07323;-6.11335;1000;1051;815;1110;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;0.237403;-0.442133;0.207032; 
1126;1129;2019/07/17 13:12:37;0;539.153;289.966;9.04365;538.775;290.661;0;70;1;-0.640252;-1.46765;-1.84601;-0.59695;-1.48984;-1.81386;-1.1396;0.570987;-0.748427;-1.13608;0.483582;-1.26578;554;234;9.49549;554.283;231.374;0;177;1;-0.68781;-1.14809;-1.91353;-0.687326;-1.16303;-1.89864;-0.137765;0.277677;-0.673547;-0.658643;-0.562274;-1.16522;1;0.09086;-0.341752;0.099674;-0.68781;-1.14809;-1.91353;-6.96975;2.0172;-6.96975;1000;1053;807;1100;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016697;0;0;0;0.18172;-0.444278;0.169446; 
1127;1130;2019/07/17 13:12:37;0;541.69;286.862;9.01728;541.876;287.468;0;71;1;-0.656164;-1.45735;-1.86048;-0.614714;-1.48009;-1.82785;-1.13623;0.56823;-0.768332;-0.872662;0.483366;-1.13178;554;231.429;9.42441;554.222;229.43;0;178;1;-0.692998;-1.14519;-1.93516;-0.689028;-1.15768;-1.9096;-0.134329;0.291665;-0.657014;-0.784238;-0.39299;-1.10389;1;0.0782835;-0.334908;0.107312;-0.692998;-1.14519;-1.93516;-7.38088;2.11497;-7.38088;1000;1052;807;1101;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166978;0;0;0;0.156567;-0.43538;0.18243; 
1128;1131;2019/07/17 13:12:37;0;544.351;284.035;9.02934;544.877;284.339;0;72;1;-0.669994;-1.44214;-1.86625;-0.631298;-1.46871;-1.83937;-1.12288;0.573477;-0.776866;-0.613466;0.365032;-1.09846;554.5;230;9.47479;554.337;227.652;0;179;1;-0.691946;-1.13271;-1.92884;-0.689903;-1.15019;-1.91537;-0.124027;0.314417;-0.619193;-0.731015;-0.136765;-0.764528;1;0.0606478;-0.336;0.089475;-0.691946;-1.13271;-1.92884;-7.94139;2.1759;-7.94139;1000;1057;797;1066;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016697;0;0;0;0.121296;-0.436799;0.152108; 
1129;1132;2019/07/17 13:12:37;0;546.964;281.25;8.98333;547.789;281.272;0;73;1;-0.687943;-1.43639;-1.88398;-0.648292;-1.45901;-1.85275;-1.10614;0.572206;-0.791712;-0.336489;0.222883;-1.11103;554.333;228.333;9.44768;554.365;225.917;0;180;1;-0.693052;-1.12848;-1.93903;-0.690848;-1.14368;-1.92247;-0.112329;0.334345;-0.579578;-0.599932;0.0845001;-0.345347;1;0.0447599;-0.330529;0.0862764;-0.693052;-1.12848;-1.93903;-8.49765;2.26891;-8.49765;1000;1061;784;1035;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;0.0895197;-0.429687;0.14667; 
1130;1133;2019/07/17 13:12:37;0;549.071;278.071;8.91952;550.473;278.126;0;74;1;-0.704653;-1.43157;-1.90685;-0.6652;-1.45078;-1.86898;-1.08556;0.571412;-0.806378;-0.0352353;0.114926;-1.09623;555;227;9.44667;554.597;224.32;0;181;1;-0.696647;-1.12262;-1.94296;-0.692588;-1.13736;-1.92862;-0.106302;0.346119;-0.543538;-0.426586;0.247129;0.100871;1;0.0314473;-0.328155;0.0739735;-0.696647;-1.12262;-1.94296;-8.85213;2.30538;-8.85213;1000;1063;779;993;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166968;0;0;0;0.0628946;-0.426602;0.125755; 
1131;1134;2019/07/17 13:12:37;0;550.945;275.382;8.93009;552.917;275.081;0;75;1;-0.71429;-1.41711;-1.91254;-0.679927;-1.44068;-1.88205;-1.05673;0.577101;-0.811097;0.300886;0.0878796;-1.00421;554;225;9.33788;554.445;222.609;0;182;1;-0.69942;-1.12663;-1.97124;-0.694637;-1.13414;-1.9414;-0.0938003;0.348599;-0.522318;-0.131958;0.414861;0.621991;1;0.0194932;-0.31405;0.0891912;-0.69942;-1.12663;-1.97124;-9.06313;2.68787;-9.06313;1000;1062;774;995;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;0.0389863;-0.408265;0.151625; 
1132;1135;2019/07/17 13:12:37;0;553.556;272.074;8.96914;555.42;271.915;0;76;1;-0.725702;-1.39532;-1.91393;-0.69366;-1.42707;-1.89161;-1.02017;0.596871;-0.797104;0.657369;0.156076;-0.796877;554.4;223.2;9.28139;554.461;220.879;0;183;1;-0.705827;-1.12527;-1.98835;-0.697994;-1.13148;-1.95549;-0.0988744;0.335138;-0.540339;0.0760998;0.478338;0.905046;1;0.0121678;-0.301802;0.0967352;-0.705827;-1.12527;-1.98835;-8.92453;3.25609;-8.92453;1000;1053;782;1016;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016697;0;0;0;0.0243356;-0.392343;0.16445; 
1133;1136;2019/07/17 13:12:37;0;554.945;269.382;8.91985;557.577;268.857;0;77;1;-0.737487;-1.39024;-1.93246;-0.706808;-1.41602;-1.90387;-0.979802;0.613937;-0.781792;1.01901;0.276142;-0.531869;554;223;9.21711;554.344;219.646;0;184;1;-0.708584;-1.1322;-2.00279;-0.701171;-1.1317;-1.96968;-0.10781;0.304824;-0.564074;0.15154;0.339542;0.914102;1;0.00177664;-0.283824;0.0989201;-0.708584;-1.1322;-2.00279;-8.86258;3.89986;-8.86258;1000;1042;793;1035;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166978;0;0;0;0.00355327;-0.368971;0.168164; 
1134;1137;2019/07/17 13:12:37;0;557.382;266.364;8.88874;559.816;265.777;0;78;1;-0.753745;-1.38072;-1.94818;-0.720889;-1.40543;-1.91716;-0.945589;0.621003;-0.779677;1.31927;0.355443;-0.330341;554;220.5;9.1751;554.257;218.038;0;185;1;-0.711828;-1.12584;-2.01914;-0.704369;-1.12994;-1.98452;-0.122441;0.263744;-0.61451;0.0972585;0.00140439;0.567159;1;-0.0090608;-0.279595;0.101979;-0.711828;-1.12584;-2.01914;-8.88399;4.09988;-8.88399;1000;1036;803;1068;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016697;0;0;0;-0.0181216;-0.363473;0.173364; 
1135;1138;2019/07/17 13:12:37;0;558.981;263.585;8.91541;561.849;262.759;0;79;1;-0.760443;-1.36338;-1.95057;-0.732755;-1.39282;-1.92718;-0.904589;0.636899;-0.764981;1.59628;0.471561;-0.0914762;553;219;9.02905;553.874;216.476;0;186;1;-0.717816;-1.13701;-2.05618;-0.708403;-1.13206;-2.00602;-0.143555;0.204629;-0.702276;-0.0663188;-0.517064;-0.149591;1;-0.0149388;-0.255808;0.128999;-0.717816;-1.13701;-2.05618;-8.47245;4.84523;-8.47245;1000;1019;828;1162;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;-0.0298775;-0.33255;0.219297; 
1136;1139;2019/07/17 13:12:37;0;560.528;260.491;8.85464;563.715;259.685;0;80;1;-0.774381;-1.35794;-1.97316;-0.745243;-1.38235;-1.94098;-0.862339;0.655346;-0.746437;1.84903;0.618058;0.184438;553.6;217.2;8.99286;553.788;214.852;0;187;1;-0.724034;-1.13311;-2.06973;-0.713092;-1.13237;-2.02513;-0.168001;0.142692;-0.806714;-0.286132;-1.12245;-1.14052;1;-0.0212085;-0.249248;0.128755;-0.724034;-1.13311;-2.06973;-8.14791;5.27467;-8.14791;1000;1006;852;1229;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166968;0;0;0;-0.042417;-0.324022;0.218883; 
1137;1140;2019/07/17 13:12:37;0;561.396;257.774;8.85453;565.245;256.694;0;81;1;-0.779281;-1.34495;-1.98128;-0.755454;-1.37113;-1.95307;-0.81896;0.670889;-0.731414;2.05877;0.7453;0.428811;552.4;214.8;8.94865;553.342;212.99;0;188;1;-0.72092;-1.12734;-2.08703;-0.715441;-1.13086;-2.0437;-0.18386;0.0987055;-0.892461;-0.531255;-1.6712;-2.16215;1;-0.0345342;-0.243793;0.13396;-0.72092;-1.12734;-2.08703;-8.02619;5.63502;-8.02619;1000;1024;868;1304;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;-0.0690683;-0.31693;0.227732; 
1138;1141;2019/07/17 13:12:37;0;562.815;255.296;8.91886;566.706;253.84;0;82;1;-0.781597;-1.32348;-1.97431;-0.763297;-1.35684;-1.95944;-0.769417;0.682957;-0.709654;2.23644;0.790893;0.606446;552;213;8.91008;552.892;211.147;0;189;1;-0.7218;-1.12366;-2.10139;-0.717348;-1.1287;-2.061;-0.18759;0.0703146;-0.956773;-0.672959;-2.06006;-2.95996;1;-0.0414969;-0.233177;0.141947;-0.7218;-1.12366;-2.10139;-7.71133;6.04683;-7.71133;1000;1043;887;1377;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016697;0;0;0;-0.0829939;-0.30313;0.241309; 
1139;1142;2019/07/17 13:12:37;0;564;252.235;8.85785;568.046;250.901;0;83;1;-0.793657;-1.31796;-1.99701;-0.772405;-1.34517;-1.97071;-0.723559;0.692653;-0.692677;2.36496;0.788823;0.719675;552;211;8.89631;552.566;209.255;0;190;1;-0.722917;-1.11587;-2.11056;-0.719019;-1.12485;-2.07587;-0.183813;0.0695059;-0.998064;-0.707226;-2.17558;-3.50874;1;-0.0494879;-0.229299;0.139852;-0.722917;-1.11587;-2.11056;-7.73162;6.28147;-7.73162;1000;1049;892;1404;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166978;0;0;0;-0.0989758;-0.298089;0.237748; 
1140;1143;2019/07/17 13:12:37;0;564.981;249.585;8.87401;569.234;248.031;0;84;1;-0.797729;-1.3029;-2.00125;-0.780002;-1.33249;-1.97987;-0.670155;0.706818;-0.665999;2.5187;0.815926;0.885684;550.667;209.333;8.9012;551.907;207.432;0;191;1;-0.715046;-1.10733;-2.11434;-0.717827;-1.1196;-2.08741;-0.164022;0.0829953;-1.00967;-0.590356;-2.02701;-3.68296;1;-0.0649564;-0.225164;0.134466;-0.715046;-1.10733;-2.11434;-8.00148;6.59256;-8.00148;1000;1052;884;1423;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016697;0;0;0;-0.129913;-0.292713;0.228593; 
1141;1144;2019/07/17 13:12:37;0;565.407;246.667;8.85375;570.136;245.128;0;85;1;-0.801956;-1.29192;-2.01452;-0.786588;-1.32032;-1.99027;-0.617032;0.713553;-0.651477;2.65934;0.795611;0.984595;549;207;8.76716;550.9;205.447;0;192;1;-0.716492;-1.11298;-2.15368;-0.717427;-1.11761;-2.10729;-0.134442;0.107482;-1.01017;-0.317825;-1.60408;-3.43907;1;-0.0700964;-0.207337;0.163416;-0.716492;-1.11298;-2.15368;-7.9273;7.0687;-7.9273;1000;1057;882;1454;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;-0.140193;-0.269539;0.277807; 
1142;1145;2019/07/17 13:12:37;0;566.308;244.231;8.77997;570.984;242.355;0;86;1;-0.813813;-1.29102;-2.03876;-0.794756;-1.31153;-2.00482;-0.567909;0.710906;-0.645775;2.77117;0.6992;0.99267;547;205;8.91069;549.536;203.452;0;193;1;-0.693751;-1.08555;-2.12491;-0.710324;-1.10799;-2.11258;-0.069612;0.161836;-0.955248;0.202135;-0.886013;-2.65649;1;-0.101005;-0.225985;0.120093;-0.693751;-1.08555;-2.12491;-9.35685;6.64064;-9.35685;1000;1029;826;1361;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166968;0;0;0;-0.202009;-0.29378;0.204158; 
1143;1146;2019/07/17 13:12:37;0;567.077;241.692;8.77934;571.754;239.644;0;87;1;-0.818243;-1.27886;-2.04653;-0.801802;-1.30173;-2.01733;-0.525797;0.703647;-0.644048;2.83321;0.550312;0.944427;546.667;203.333;8.62702;548.446;201.555;0;194;1;-0.714635;-1.11305;-2.19987;-0.711617;-1.10951;-2.13877;-0.0265015;0.182356;-0.952717;0.749555;-0.197624;-1.83447;1;-0.0871671;-0.188676;0.182541;-0.714635;-1.11305;-2.19987;-8.77623;7.29723;-8.77623;1000;1040;828;1409;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;-0.174334;-0.245278;0.31032; 
1144;1147;2019/07/17 13:12:38;0;566.816;238.939;8.77412;572.141;236.91;0;88;1;-0.817247;-1.26633;-2.05602;-0.806436;-1.29111;-2.02894;-0.487716;0.684623;-0.663911;2.82467;0.33684;0.749295;544.4;201.2;8.68784;546.941;199.581;0;195;1;-0.696613;-1.09486;-2.19094;-0.707116;-1.10511;-2.15442;0.0249537;0.20359;-0.9446;1.29834;0.413546;-1.05208;1;-0.109822;-0.19625;0.162007;-0.696613;-1.09486;-2.19094;-9.715;6.8376;-9.715;1000;1026;783;1351;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016697;0;0;0;-0.219645;-0.255126;0.275412; 
1145;1148;2019/07/17 13:12:38;0;567.347;236.245;8.78069;572.505;234.179;0;89;1;-0.819651;-1.25238;-2.06257;-0.8104;-1.27949;-2.03903;-0.444333;0.673026;-0.671103;2.80966;0.123738;0.535714;543.333;199.333;8.7538;545.519;197.637;0;196;1;-0.685284;-1.07757;-2.18006;-0.700566;-1.09685;-2.16211;0.0886475;0.233954;-0.911076;1.86684;0.904708;-0.283938;1;-0.125117;-0.201916;0.14103;-0.685284;-1.07757;-2.18006;-10.5062;6.53571;-10.5062;1000;1028;741;1291;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166978;0;0;0;-0.250234;-0.262491;0.239752; 
1146;1149;2019/07/17 13:12:38;0;567.5;233.375;8.72838;572.735;231.395;0;90;1;-0.825439;-1.24596;-2.0836;-0.814912;-1.26943;-2.0524;-0.405984;0.655602;-0.692227;2.74055;-0.130246;0.216709;541.333;198.667;8.66675;543.863;196.096;0;197;1;-0.680651;-1.08514;-2.20398;-0.694592;-1.09334;-2.17467;0.145959;0.245212;-0.895036;2.35774;1.1905;0.287319;1;-0.134261;-0.184293;0.151582;-0.680651;-1.08514;-2.20398;-11.1273;6.62307;-11.1273;1000;1041;704;1262;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016697;0;0;0;-0.268522;-0.23958;0.257689; 
1147;1150;2019/07/17 13:12:38;0;567.489;230.809;8.73792;572.818;228.669;0;91;1;-0.824478;-1.23215;-2.08907;-0.817782;-1.25825;-2.0634;-0.368135;0.641202;-0.707325;2.63809;-0.367024;-0.0929586;539.333;196.667;8.64103;542.039;194.424;0;198;1;-0.671127;-1.07856;-2.21664;-0.687552;-1.0889;-2.18726;0.206852;0.261745;-0.856304;2.7773;1.33021;0.786711;1;-0.146654;-0.179686;0.153242;-0.671127;-1.07856;-2.21664;-11.7208;6.48916;-11.7208;1000;1055;670;1228;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;-0.293309;-0.233591;0.260512; 
1148;1151;2019/07/17 13:12:38;0;567.348;228.13;8.64584;572.757;225.95;0;92;1;-0.832441;-1.23215;-2.11948;-0.822179;-1.25042;-2.08022;-0.330375;0.628726;-0.725469;2.53125;-0.548331;-0.373967;539;195;8.59848;540.627;192.761;0;199;1;-0.672514;-1.07569;-2.23272;-0.683041;-1.08494;-2.2009;0.233042;0.249089;-0.866414;2.87477;1.1465;0.826708;1;-0.149665;-0.174731;0.152497;-0.672514;-1.07569;-2.23272;-11.8314;6.39308;-11.8314;1000;1060;659;1208;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166968;0;0;0;-0.299331;-0.227151;0.259245; 
1149;1152;2019/07/17 13:12:38;0;567.067;225.333;8.62218;572.549;223.199;0;93;1;-0.833098;-1.22179;-2.13385;-0.825455;-1.24183;-2.09631;-0.292665;0.616406;-0.750622;2.44957;-0.677325;-0.649897;536;193;8.71431;538.666;190.998;0;200;1;-0.646397;-1.05166;-2.20909;-0.672048;-1.07496;-2.20336;0.297812;0.287415;-0.777737;3.01972;1.10736;1.19465;1;-0.179058;-0.190163;0.112784;-0.646397;-1.05166;-2.20909;-13.0495;5.87756;-13.0495;1000;1079;615;1114;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;-0.358116;-0.247212;0.191732; 
1150;1153;2019/07/17 13:12:38;0;566.739;222.609;8.64151;572.224;220.447;0;94;1;-0.829343;-1.20569;-2.13738;-0.826621;-1.23099;-2.10863;-0.256195;0.609889;-0.768572;2.39414;-0.704783;-0.807818;535;192;8.60385;536.948;189.483;0;201;1;-0.648896;-1.06024;-2.24052;-0.665102;-1.07054;-2.21451;0.346433;0.310486;-0.706544;3.09538;1.09121;1.66726;1;-0.177725;-0.170746;0.131886;-0.648896;-1.06024;-2.24052;-13.1562;6.17568;-13.1562;1000;1078;606;1101;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166968;0;0;0;-0.355451;-0.22197;0.224207; 
1151;1154;2019/07/17 13:12:38;0;566.048;219.857;8.59909;571.702;217.688;0;95;1;-0.829422;-1.19808;-2.15636;-0.827462;-1.22112;-2.12295;-0.221837;0.599;-0.796231;2.32484;-0.71843;-0.984286;533;191;8.57519;535.088;188.145;0;202;1;-0.639426;-1.05884;-2.25108;-0.657399;-1.06703;-2.22548;0.380208;0.305352;-0.676929;3.02133;0.939792;1.93522;1;-0.188035;-0.162273;0.128128;-0.639426;-1.05884;-2.25108;-13.5577;6.17769;-13.5577;1000;1082;593;1067;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;-0.37607;-0.210955;0.217818; 
1152;1155;2019/07/17 13:12:38;0;565.5;217.091;8.58048;571.085;214.918;0;96;1;-0.828036;-1.18702;-2.16954;-0.827634;-1.21089;-2.13693;-0.183896;0.593137;-0.81524;2.28163;-0.680464;-1.08172;531.6;188.8;8.61045;533.321;186.554;0;203;1;-0.628694;-1.04368;-2.2486;-0.648788;-1.06003;-2.23241;0.411003;0.316208;-0.6367;2.87102;0.847335;2.19257;1;-0.19894;-0.167207;0.111668;-0.628694;-1.04368;-2.2486;-13.8364;5.98223;-13.8364;1000;1084;587;1023;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016697;0;0;0;-0.397879;-0.217369;0.189836; 
1153;1156;2019/07/17 13:12:38;0;564.364;214.5;8.5522;570.216;212.196;0;97;1;-0.824144;-1.17811;-2.1847;-0.826587;-1.20106;-2.15126;-0.145494;0.584224;-0.839945;2.25791;-0.635771;-1.17854;530.667;187.333;8.55594;531.77;185.011;0;204;1;-0.627257;-1.04307;-2.26744;-0.642328;-1.05494;-2.24292;0.427164;0.325335;-0.60425;2.60224;0.762295;2.3219;1;-0.19933;-0.157988;0.116182;-0.627257;-1.04307;-2.26744;-13.6689;6.03114;-13.6689;1000;1079;597;1007;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.0166978;0;0;0;-0.398661;-0.205384;0.197509; 
1154;1157;2019/07/17 13:12:38;0;563.905;211.619;8.5873;569.385;209.418;0;98;1;-0.818109;-1.15908;-2.18461;-0.824043;-1.18846;-2.16126;-0.094739;0.597892;-0.827544;2.29557;-0.504574;-1.11468;529;186;8.57071;530.146;183.546;0;205;1;-0.616472;-1.03468;-2.26763;-0.634571;-1.04886;-2.25034;0.449819;0.339244;-0.559931;2.42685;0.817333;2.61682;1;-0.207571;-0.153784;0.106369;-0.616472;-1.03468;-2.26763;-13.6952;6.33572;-13.6952;1000;1072;603;989;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016697;0;0;0;-0.415143;-0.19992;0.180828; 
1155;1158;2019/07/17 13:12:38;0;562.4;208.933;8.60885;568.25;206.662;0;99;1;-0.807339;-1.14296;-2.18737;-0.819032;-1.17481;-2.1691;-0.0311984;0.626298;-0.787137;2.42129;-0.263246;-0.814602;528;184;8.5494;528.682;181.924;0;206;1;-0.612172;-1.02735;-2.27945;-0.627852;-1.04241;-2.25907;0.44635;0.333503;-0.558402;2.04917;0.674414;2.44582;1;-0.20686;-0.147467;0.110358;-0.612172;-1.02735;-2.27945;-13.011;6.9187;-13.011;1000;1053;638;1023;1024;930;1024;1024;1024;1;3;0;1300;15;9;0.016698;0;0;0;-0.41372;-0.191707;0.187609; 
