rs_id;elapsed;imLx_insect;imLy_insect;disparity_insect;size_insect;score_insect;motion_sum_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;pos_valid_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;vel_valid_insect;svelX_insect;svelY_insect;svelZ_insect;acc_valid_insect;saccX_insect;saccY_insect;saccZ_insect;radius_insect;fp;hunt_id;light_level;
303559;3377.752498;756;284;27.4763;2.82843;0.0480789;9;752.767;284.97;1;0;1;1;-1.14839;-0.90544;-1.14882;-1.18964;-0.922061;-1.17553;1;1.93203;0.471938;1.10689;1;17.9276;16.6255;15.482;-1;fp_not_a_fp;-1;0.242502;
303560;3377.763625;750;286;27.5141;4.47214;0.0491167;14;749.476;285.872;0;1;1;1;-1.14731;-0.915218;-1.15519;-1.16752;-0.915795;-1.16343;1;1.75785;0.359445;0.948948;1;11.7834;11.431;9.46327;0.00772837;fp_not_a_fp;-1;0.242477;
303561;3377.774753;744;290;26.2437;2;0.155421;5;746.785;286.88;0;2;1;1;-1.18141;-0.972057;-1.20298;-1.16165;-0.925756;-1.16694;1;1.07078;-0.384412;0.214788;1;-8.99511;-8.88976;-10.311;0.00362354;fp_not_a_fp;-1;0.242539;
303562;3377.785879;742;290;27.2815;4.47214;0.1095;64;740.601;291.275;0;3;1;1;-1.1295;-0.935202;-1.15714;-1.15165;-0.931979;-1.16603;1;1.24531;-0.220305;0.409442;1;-12.1769;-12.3013;-12.6143;0.00779424;fp_not_a_fp;-1;0.242495;
303563;3377.797006;738;290;26.9148;2.82843;0.0372149;19;738.526;291.333;0;4;1;1;-1.13076;-0.948187;-1.17275;-1.14724;-0.942666;-1.17202;1;1.14418;-0.273233;0.258765;1;-17.7003;-16.7414;-19.0546;0.00499676;fp_not_a_fp;-1;0.242497;
303564;3377.808133;732;292;27.4046;6.32456;0.165477;41;734.521;291.133;0;5;1;1;-1.08987;-0.937422;-1.14778;-1.13288;-0.948217;-1.17016;1;1.42512;-0.136851;0.449705;1;-7.47472;-11.1495;-11.2158;0.0109733;fp_not_a_fp;-1;0.242503;
303565;3377.819261;732;292;27.4943;4.47214;0.0443295;34;728.052;293.207;0;6;1;1;-1.08632;-0.934366;-1.14404;-1.10911;-0.938794;-1.15543;1;1.40016;-0.0280061;0.514141;1;7.40071;8.00759;6.72581;0.00773397;fp_not_a_fp;-1;0.24248;
303566;3377.830388;726;294;27.4375;2.82843;0.0925882;16;728.457;293.017;0;7;1;1;-1.06792;-0.942474;-1.1424;-1.09372;-0.940612;-1.15174;1;1.4222;-0.0723964;0.493934;1;3.97433;3.323;1.89825;0.00490155;fp_not_a_fp;-1;0.24252;
303567;3377.841514;722;294;27.4418;4.47214;0.0462795;190;722.252;295.097;0;8;1;1;-1.05389;-0.942564;-1.14207;-1.0745;-0.939206;-1.14407;1;1.41071;-0.0825403;0.426436;1;5.98839;4.28429;3.7671;0.00774875;fp_not_a_fp;-1;0.242527;
303568;3377.852641;720;294;27.4816;4.47214;0.0588047;89;718.128;294.989;0;9;1;1;-1.04545;-0.94132;-1.14034;-1.06339;-0.940181;-1.14221;1;1.32282;-0.0619392;0.363981;1;-2.29827;1.68287;-1.92624;0.00773755;fp_not_a_fp;-1;0.242477;
