rs_id;elapsed;imLx_insect;imLy_insect;disparity_insect;size_insect;score_insect;motion_sum_insect;imLx_pred_insect;imLy_pred_insect;n_frames_lost_insect;n_frames_tracking_insect;foundL_insect;pos_valid_insect;posX_insect;posY_insect;posZ_insect;sposX_insect;sposY_insect;sposZ_insect;vel_valid_insect;svelX_insect;svelY_insect;svelZ_insect;acc_valid_insect;saccX_insect;saccY_insect;saccZ_insect;radius_insect;fp;hunt_id;light_level;
192777;2145.099401;668;426;99;26.8328;0;10055;-1;-1;0;1;1;1;-0.234297;-0.380178;-0.240373;-0.234297;-0.380178;-0.240373;0;0;0;0;0;0;0;0;0.0128464;fp_not_a_fp;-1;0.205487;
192778;2145.110529;662;422;99;21.6333;0.0276108;7983;668;426;0;2;1;1;-0.228581;-0.376962;-0.242531;-0.231439;-0.37857;-0.241452;1;0.0655149;0.0368676;-0.0247447;0;0;0;0;0.0103571;fp_not_a_fp;-1;0.205493;
192779;2145.121655;650;418;97.5763;27.2029;0.0612609;11850;661.236;421.491;0;3;1;1;-0.220288;-0.379161;-0.248285;-0.227722;-0.378767;-0.24373;1;0.179298;0.022185;-0.0977718;0;10.226;-1.31958;-6.5632;0.0132137;fp_not_a_fp;-1;0.205519;
192780;2145.132782;640;414;95.542;22.8035;0.0436121;8960;647.53;416.854;0;4;1;1;-0.215087;-0.383876;-0.255825;-0.224563;-0.380044;-0.246754;1;0.263068;-0.0407633;-0.201917;0;8.8773;-3.48842;-7.96142;0.0113125;fp_not_a_fp;-1;0.205505;
192781;2145.143910;634;410;94.0284;20.5913;0.0219778;8311;635.985;412.277;0;5;1;1;-0.212532;-0.386669;-0.262216;-0.219122;-0.381667;-0.252215;1;0.293426;-0.0935903;-0.292457;0;6.82755;-3.90802;-8.01972;0.0103795;fp_not_a_fp;-1;0.205481;
192782;2145.155037;622;404;92.5509;29.5296;0.079861;13554;629.19;407.801;0;6;1;1;-0.203681;-0.387662;-0.26988;-0.212897;-0.384342;-0.259052;1;0.370003;-0.114865;-0.380417;0;6.84123;-3.40902;-7.9911;0.0151227;fp_not_a_fp;-1;0.205517;
192783;2145.166164;612;402;91.1205;20;0.0278713;8409;616.114;401.201;0;7;1;1;-0.196491;-0.391954;-0.27532;-0.206948;-0.38754;-0.26581;1;0.436874;-0.158206;-0.430608;1;5.78721;-4.05294;-7.47802;0.0104032;fp_not_a_fp;-1;0.205506;
192784;2145.177292;606;398;89.9629;22.3607;0.0209467;8411;604.742;398.862;0;8;1;1;-0.19273;-0.393458;-0.281238;-0.201358;-0.389936;-0.272163;1;0.451902;-0.173176;-0.464263;1;4.24268;-2.97493;-5.89419;0.0117807;fp_not_a_fp;-1;0.20553;
192785;2145.188419;594;392;88.329;26.8328;0.0601162;12150;598.727;394.785;0;9;1;1;-0.183466;-0.395308;-0.290083;-0.194092;-0.392095;-0.27913;1;0.506664;-0.178484;-0.520351;1;4.79105;-1.90738;-5.1203;0.0143984;fp_not_a_fp;-1;0.205497;
192786;2145.199546;586;390;86.5148;18.4391;0.0128038;8245;586.245;388.469;0;10;1;1;-0.178565;-0.401723;-0.297425;-0.187813;-0.395611;-0.286017;1;0.520854;-0.231445;-0.561317;1;3.3893;-2.61929;-4.06441;0.0101018;fp_not_a_fp;-1;0.205508;
192787;2145.210674;578;386;85.2787;18.868;0.00796827;7789;578.223;386.633;0;11;1;1;-0.172295;-0.403798;-0.304252;-0.181764;-0.398572;-0.29325;1;0.532153;-0.247592;-0.5849;1;2.14067;-2.00825;-3.46649;0.0104866;fp_not_a_fp;-1;0.205504;
192788;2145.221801;566;382;83.7575;26;0.049222;10305;570.322;382.652;0;12;1;1;-0.161877;-0.407286;-0.312358;-0.174051;-0.402029;-0.30103;1;0.58836;-0.262678;-0.612964;1;3.06591;-2.0109;-3.34096;0.014713;fp_not_a_fp;-1;0.205506;
192789;2145.232927;560;378;82.1406;17.2047;0.053444;7226;557.943;378.649;0;13;1;1;-0.158175;-0.411427;-0.321109;-0.167728;-0.406058;-0.308786;1;0.578986;-0.282875;-0.646692;1;1.62489;-2.34543;-2.8386;0.00992749;fp_not_a_fp;-1;0.205512;
192790;2145.244055;552;374;80.8966;18.868;0.0261963;7444;552.241;374.667;0;14;1;1;-0.151269;-0.413802;-0.328698;-0.160904;-0.409078;-0.316604;1;0.58042;-0.282368;-0.665137;1;1.3383;-1.14412;-2.33256;0.0110547;fp_not_a_fp;-1;0.205491;
192791;2145.255182;542;370;79.2475;21.5407;0.0220153;8003;544.458;370.616;0;15;1;1;-0.142492;-0.418365;-0.338256;-0.153453;-0.41272;-0.325105;1;0.607592;-0.298448;-0.697482;1;1.69494;-1.14265;-2.52947;0.0128832;fp_not_a_fp;-1;0.205495;
192792;2145.266309;536;366;77.8238;16.1245;0.0517881;6171;534.408;366.598;0;16;1;1;-0.137828;-0.421927;-0.34719;-0.147441;-0.416381;-0.333813;1;0.59479;-0.307856;-0.724297;1;0.144456;-1.01506;-2.50142;0.00982031;fp_not_a_fp;-1;0.205516;
192793;2145.277437;530;362;76.4789;21.6333;0.0173087;6952;528.769;362.582;0;17;1;1;-0.132852;-0.425183;-0.35609;-0.14111;-0.41982;-0.342558;1;0.570661;-0.309795;-0.745005;1;-0.187002;-0.604834;-2.20882;0.013407;fp_not_a_fp;-1;0.205523;
192794;2145.288564;518;360;75.0773;16.1245;0.0755185;5514;523.185;358.568;0;18;1;1;-0.120201;-0.430928;-0.364209;-0.133343;-0.424101;-0.351436;1;0.632928;-0.336937;-0.75161;1;1.17978;-1.22605;-1.94283;0.0101796;fp_not_a_fp;-1;0.205528;
192795;2145.299691;516;356;73.64;16.1245;0.0663515;5239;510.861;356.811;0;19;1;1;-0.120012;-0.435048;-0.374198;-0.127723;-0.428271;-0.360422;1;0.580097;-0.352403;-0.772985;1;-0.617772;-1.21227;-1.69638;0.0103782;fp_not_a_fp;-1;0.205485;
192796;2145.310818;508;352;72.3133;18.868;0.0168054;5413;509.517;352.889;0;20;1;1;-0.111767;-0.438609;-0.38403;-0.121208;-0.432442;-0.369632;1;0.578786;-0.354671;-0.795927;1;-0.359592;-1.05185;-1.60934;0.0123668;fp_not_a_fp;-1;0.205515;
192797;2145.321946;500;348;70.9722;14.4222;0.052145;4554;501.732;348.873;0;21;1;1;-0.103235;-0.442394;-0.394309;-0.113804;-0.436745;-0.379187;1;0.602216;-0.353749;-0.821713;1;0.708897;-0.98757;-1.72342;0.0096315;fp_not_a_fp;-1;0.205496;
192798;2145.333073;496;346;69.9202;13.4164;0.0645562;3684;493.709;344.826;0;22;1;1;-0.0993859;-0.446764;-0.401776;-0.1086;-0.440704;-0.388579;1;0.579207;-0.358347;-0.813152;1;-1.20708;-0.481045;-1.38269;0.00909463;fp_not_a_fp;-1;0.205498;
192799;2145.344200;488;340;68.6856;16.1245;0.0438693;3839;490.149;342.978;0;23;1;1;-0.0901948;-0.447849;-0.413659;-0.101146;-0.443904;-0.398444;1;0.601179;-0.326975;-0.842114;1;0.47363;0.571317;-1.55314;0.0111268;fp_not_a_fp;-1;0.205502;
192800;2145.355327;482;338;67.4812;12.8062;0.049299;3956;482.125;336.746;0;24;1;1;-0.0833978;-0.453456;-0.422644;-0.0940533;-0.447616;-0.408097;1;0.611489;-0.336577;-0.849656;1;0.734709;0.406543;-1.20711;0.00899477;fp_not_a_fp;-1;0.205531;
192801;2145.366454;478;334;66.5766;8.94427;0.0948762;2494;476.221;334.86;0;25;1;1;-0.0788791;-0.454852;-0.431584;-0.0879644;-0.45073;-0.417416;1;0.589551;-0.313619;-0.846884;1;-0.284573;0.901645;-0.56554;0.00636759;fp_not_a_fp;-1;0.205485;
192802;2145.377581;470;330;65.1913;15.2315;0.0293365;3516;472.59;330.859;0;26;1;1;-0.0689672;-0.459615;-0.444046;-0.0803597;-0.453943;-0.427983;1;0.618912;-0.318723;-0.880571;1;0.892082;0.890269;-1.51477;0.011074;fp_not_a_fp;-1;0.205526;
192803;2145.388709;468;328;64.2111;11.6619;0.0619779;3409;464.527;326.801;0;27;1;1;-0.0670901;-0.464161;-0.452483;-0.0745836;-0.458021;-0.437689;1;0.573619;-0.332288;-0.878878;1;-0.61913;-0.119338;-0.826017;0.00860816;fp_not_a_fp;-1;0.2055;
192804;2145.399836;462;324;63.3394;10;0.0595216;1947;463.034;325.009;0;28;1;1;-0.0590797;-0.465522;-0.462084;-0.0685041;-0.461037;-0.447549;1;0.57356;-0.31111;-0.876142;1;-0.85208;0.572216;-0.595119;0.00748303;fp_not_a_fp;-1;0.205489;
192805;2145.410963;454;320;62.1593;14.5602;0.0421174;2517;457.213;321;0;29;1;1;-0.0480481;-0.469217;-0.474308;-0.0607963;-0.464629;-0.45823;1;0.626838;-0.305041;-0.903386;1;0.837885;0.192766;-1.26951;0.0111023;fp_not_a_fp;-1;0.205493;
192806;2145.422091;452;318;61.2721;10;0.0671154;2954;448.96;316.94;0;30;1;1;-0.0456733;-0.473423;-0.482914;-0.0549728;-0.468081;-0.467947;1;0.596123;-0.311831;-0.898055;1;-0.511854;0.1549;-0.392865;0.00773551;fp_not_a_fp;-1;0.205509;
192807;2145.433218;446;314;60.3433;7.2111;0.087587;1581;447.334;315.099;0;31;1;1;-0.036999;-0.475433;-0.493888;-0.04745;-0.470899;-0.478299;1;0.606828;-0.2979;-0.907108;1;0.746229;0.772661;-0.634281;0.005664;fp_not_a_fp;-1;0.205499;
192808;2145.444345;440;312;59.2917;8.94427;0.0548346;2304;441.369;311.063;0;32;1;1;-0.0280872;-0.481149;-0.50447;-0.0397019;-0.474806;-0.488895;1;0.636011;-0.319674;-0.916451;1;1.40324;-0.192412;-0.905669;0.00714994;fp_not_a_fp;-1;0.205516;
192809;2145.455472;440;308;58.4729;11.6619;0.0456852;2491;435.308;309.23;0;33;1;1;-0.02853;-0.482503;-0.515148;-0.0348224;-0.478127;-0.499105;1;0.561872;-0.303417;-0.925817;1;-1.45944;0.0364472;-0.503972;0.00945292;fp_not_a_fp;-1;0.205489;
192810;2145.466599;434;306;57.6742;8.48528;0.0569982;1295;435.979;305.202;0;34;1;1;-0.0190887;-0.486393;-0.524156;-0.0281762;-0.481369;-0.509416;1;0.567795;-0.302586;-0.914853;1;-0.636304;0.207662;-0.377393;0.00697327;fp_not_a_fp;-1;0.205523;
192811;2145.477726;428;304;56.7483;8.94427;0.0468775;1864;430.053;303.313;0;35;1;1;-0.00940337;-0.491492;-0.534613;-0.0212773;-0.485384;-0.519597;1;0.608845;-0.322101;-0.913504;1;0.0454684;-0.5438;-0.143691;0.0074704;fp_not_a_fp;-1;0.205484;
192812;2145.488854;426;300;55.8936;10;0.038158;2368;423.907;301.514;0;36;1;1;-0.00620704;-0.493353;-0.546582;-0.0158073;-0.488435;-0.530125;1;0.584788;-0.310415;-0.933625;1;-1.15068;0.207978;-0.385811;0.00847987;fp_not_a_fp;-1;0.205546;
192813;2145.499981;422;298;55.1921;5.65685;0.0780148;1018;422.193;297.436;0;37;1;1;0.000557797;-0.496728;-0.555473;-0.00853536;-0.491992;-0.540206;1;0.577802;-0.304684;-0.924776;1;0.357969;-0.0284943;0.0234302;0.00485792;fp_not_a_fp;-1;0.205504;
192814;2145.511108;418;296;54.2049;8.48528;0.0215863;1270;418.287;295.522;0;38;1;1;0.00753632;-0.502826;-0.567568;-0.0018791;-0.4961;-0.551059;1;0.581214;-0.333354;-0.94181;1;0.301549;-0.691336;-0.605625;0.00741958;fp_not_a_fp;-1;0.20548;
192815;2145.522236;416;294;53.4124;10;0.0279202;1892;414.392;293.661;0;39;1;1;0.0111705;-0.507317;-0.577982;0.00326437;-0.500056;-0.561902;1;0.550146;-0.35416;-0.948094;1;-1.31874;-0.720303;-0.77713;0.00887379;fp_not_a_fp;-1;0.205468;
192816;2145.533363;410;294;52.7656;5.65685;0.0993292;932;412.723;291.79;0;40;1;1;0.0220862;-0.513468;-0.585113;0.0103377;-0.505085;-0.571535;1;0.592264;-0.388093;-0.911506;1;0.168025;-1.74524;0.496968;0.00508131;fp_not_a_fp;-1;0.20552;
192817;2145.544490;404;292;51.8756;10.198;0.0550785;1428;406.538;292.179;0;41;1;1;0.0334009;-0.519173;-0.597235;0.0185485;-0.510696;-0.581975;1;0.663829;-0.418016;-0.919074;1;1.93289;-2.5463;0.128106;0.00931761;fp_not_a_fp;-1;0.205481;
192818;2145.555618;404;290;51.1576;10;0.0408699;2175;400.199;290.359;0;42;1;1;0.0338415;-0.523383;-0.607683;0.0251247;-0.515835;-0.592004;1;0.613782;-0.425317;-0.924728;1;0.731879;-2.06617;0.383821;0.00926491;fp_not_a_fp;-1;0.205487;
192819;2145.566744;400;290;50.5492;4.47214;0.104428;726;400.588;288.411;0;43;1;1;0.0417497;-0.529635;-0.615029;0.0327695;-0.521415;-0.601265;1;0.605467;-0.445751;-0.893321;1;1.24302;-2.05786;1.23067;0.00419327;fp_not_a_fp;-1;0.20547;
192820;2145.577871;396;288;49.7315;7.2111;0.0290439;971;396.71;288.659;0;44;1;1;0.0500313;-0.535129;-0.627297;0.0397558;-0.52683;-0.611811;1;0.619736;-0.460321;-0.907034;1;0.617314;-1.62283;0.100496;0.00687259;fp_not_a_fp;-1;0.205545;
192821;2145.588999;394;288;48.9256;8.94427;0.0373032;1962;392.763;286.686;0;45;1;1;0.0547304;-0.54392;-0.637647;0.0450882;-0.533017;-0.621914;1;0.600447;-0.50839;-0.915644;1;-1.42395;-2.03043;0.077125;0.00866484;fp_not_a_fp;-1;0.205491;
192822;2145.600126;390;286;48.3131;4.47214;0.0897105;668;391.031;286.892;0;46;1;1;0.0632424;-0.547507;-0.647951;0.0524384;-0.539048;-0.631981;1;0.613465;-0.504536;-0.920529;1;-0.0071013;-1.77979;0.0943699;0.00438734;fp_not_a_fp;-1;0.205507;
192823;2145.611253;386;286;47.6722;6.32456;0.0424727;805;387.005;284.894;0;47;1;1;0.0720462;-0.554818;-0.656696;0.0600125;-0.545343;-0.642398;1;0.641519;-0.522389;-0.905377;1;0.810069;-1.7218;-0.27086;0.00628806;fp_not_a_fp;-1;0.205484;
192824;2145.622381;384;284;46.853;8.24621;0.0316567;1832;382.919;285.031;0;48;1;1;0.0773214;-0.561133;-0.67045;0.0668351;-0.551844;-0.653186;1;0.631751;-0.535526;-0.941291;1;0.270047;-1.68958;-0.769579;0.00834197;fp_not_a_fp;-1;0.205535;
192825;2145.633508;382;284;46.3202;4.47214;0.0832396;598;381.087;282.993;0;49;1;1;0.0823036;-0.567562;-0.678179;0.0737284;-0.557755;-0.663319;1;0.604247;-0.546338;-0.92467;1;0.0854225;-0.852589;-0.202722;0.0045761;fp_not_a_fp;-1;0.205516;
192826;2145.644635;378;282;45.7101;7.2111;0.0285364;628;379.293;283.096;0;50;1;1;0.0916654;-0.57164;-0.689577;0.0808341;-0.563788;-0.673726;1;0.623124;-0.527872;-0.930511;1;0.217061;-0.524286;-0.224196;0.00747721;fp_not_a_fp;-1;0.205514;
192827;2145.655763;376;282;44.9387;10.198;0.0614276;1525;375.273;281.032;0;51;1;1;0.0974578;-0.581427;-0.701433;0.087187;-0.57044;-0.68491;1;0.617839;-0.565091;-0.950137;1;-0.532006;-0.959341;-1.00556;0.0107559;fp_not_a_fp;-1;0.205507;
192828;2145.666889;374;282;44.3747;5.65685;0.0443232;463;373.419;281.128;0;52;1;1;0.102969;-0.588789;-0.710366;0.0935989;-0.577354;-0.694889;1;0.600023;-0.592793;-0.939458;1;-0.712872;-1.28661;0.0412124;0.00604215;fp_not_a_fp;-1;0.205527;
192829;2145.678016;372;280;43.7781;6.32456;0.0283054;510;371.577;281.309;0;53;1;1;0.108669;-0.59319;-0.722478;0.10019;-0.583761;-0.705964;1;0.581476;-0.579072;-0.95406;1;-0.511626;-0.735396;-0.660296;0.00684737;fp_not_a_fp;-1;0.205468;
192830;2145.689144;370;278;43.1418;10.7703;0.0737031;1470;369.726;279.218;0;54;1;1;0.114633;-0.598262;-0.735601;0.105932;-0.590417;-0.71747;1;0.567999;-0.557677;-0.988823;1;-1.23852;-0.669643;-1.31004;0.0118326;fp_not_a_fp;-1;0.205473;
192831;2145.700271;368;278;42.6384;4.47214;0.0734214;365;367.883;277.049;0;55;1;1;0.120433;-0.605297;-0.744305;0.111676;-0.596384;-0.728188;1;0.556465;-0.558356;-0.976844;1;-1.37892;0.151283;-0.59998;0.00497125;fp_not_a_fp;-1;0.205465;
192832;2145.711398;368;278;42.0473;5.65685;0.0232117;431;365.985;277.094;0;56;1;1;0.122126;-0.613807;-0.754769;0.116465;-0.602639;-0.739289;1;0.50013;-0.584967;-0.967249;1;-2.24439;0.175781;-0.624341;0.0063766;fp_not_a_fp;-1;0.205527;
